mode,shuffled,model,skill,n_train,n_test,msinstanceid
indist,False,+node,0.7876047896800336,210,90,255fd0a7c3ea529fae2fb174a21465c9281f11098692748a71f76ae390630679
ood,False,constant,0.0,201,99,255fd0a7c3ea529fae2fb174a21465c9281f11098692748a71f76ae390630679
ood,False,base,0.9114608787035845,201,99,255fd0a7c3ea529fae2fb174a21465c9281f11098692748a71f76ae390630679
ood,False,+node,0.8645866905495019,201,99,255fd0a7c3ea529fae2fb174a21465c9281f11098692748a71f76ae390630679
indist,False,constant,0.0,210,90,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
indist,False,base,0.2765410959028398,210,90,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
indist,False,+node,0.26994386059270226,210,90,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
ood,False,constant,0.0,201,99,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
ood,False,base,0.46139288724636784,201,99,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
ood,False,+node,0.4248701372911591,201,99,2572ff8d5f1923a1d822d97b7f2be1bbb9499e2c954ec9a74b1258798813d114
indist,False,constant,0.0,209,90,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
indist,False,base,0.8147197189196635,209,90,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
indist,False,+node,0.8156344172655787,209,90,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
ood,False,constant,0.0,200,99,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
ood,False,base,0.849421367630066,200,99,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
ood,False,+node,0.8324808044731782,200,99,25807eeac8e500a2f25876210daf668701ad2944b90a418188b2ca006e16f24c
indist,False,constant,0.0,210,90,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
indist,False,base,0.02291227163395615,210,90,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
indist,False,+node,0.2082246664691505,210,90,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
ood,False,constant,0.0,201,99,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
ood,False,base,0.02978949139995224,201,99,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
ood,False,+node,0.14248913844627642,201,99,2598f342563786ad972518d76288d399b7d613fd3bc77f3727887bbea06fd7a1
indist,False,constant,0.0,210,90,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
indist,False,base,0.09504519358531693,210,90,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
indist,False,+node,0.11270599806990578,210,90,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
ood,False,constant,0.0,201,99,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
ood,False,base,0.289407269864164,201,99,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
ood,False,+node,0.41537073985746964,201,99,25a4cfffc68c3e9df2031c86fb878aead82e9f976625f483c8da358f257e2922
indist,False,constant,0.0,210,90,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
indist,False,base,0.2316434113187419,210,90,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
indist,False,+node,0.33509016237084976,210,90,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
ood,False,constant,0.0,201,99,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
ood,False,base,0.20522198512482825,201,99,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
ood,False,+node,0.4208369758924222,201,99,25a9eee1c291199be219f922f3422c39448651f47d5a08517a29dc085bb4c3b4
indist,False,constant,0.0,210,90,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
indist,False,base,0.3786285490219201,210,90,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
indist,False,+node,0.3861275417930342,210,90,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
ood,False,constant,0.0,201,99,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
ood,False,base,0.45704309022280065,201,99,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
ood,False,+node,0.4561170079017327,201,99,25ab19ab191a7f30addbdb5a9f10edbeafe544708076dc646958142eb974983b
indist,False,constant,0.0,210,90,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
indist,False,base,0.013523302446625474,210,90,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
indist,False,+node,0.04026063092175469,210,90,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
ood,False,constant,0.0,201,99,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
ood,False,base,0.06334078531317289,201,99,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
ood,False,+node,-0.15962522522089917,201,99,25c30ac97c1a71735e3637d7816ff080b6d1675c90e04ff92fcadcaeb52ad527
indist,False,constant,0.0,210,90,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
indist,False,base,0.5406555296382263,210,90,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
indist,False,+node,0.5411965922676752,210,90,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
ood,False,constant,0.0,201,99,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
ood,False,base,0.6529109778411044,201,99,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
ood,False,+node,0.6229184910308776,201,99,25c403d15d5283812196156bd969e2672edd359efffeaeaebd3a164eb633e947
indist,False,constant,0.0,210,90,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
indist,False,base,0.0812799882780193,210,90,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
indist,False,+node,0.052520593585458686,210,90,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
ood,False,constant,0.0,201,99,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
ood,False,base,0.24617323970594407,201,99,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
ood,False,+node,0.2510446334452907,201,99,25cda59b9f4901c232d4ac84a9ebac29294c295e6f941f9e8ecc24f4d70afc5f
indist,False,constant,0.0,210,90,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
indist,False,base,0.8746264990524522,210,90,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
indist,False,+node,0.8754591476919533,210,90,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
ood,False,constant,0.0,201,99,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
ood,False,base,0.9414820958046471,201,99,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
ood,False,+node,0.9415336792227903,201,99,2604bb4f7977d4b5d1522631592aa54bcd54914be33f9ec67fdb6741f882aa07
indist,False,constant,0.0,208,90,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
indist,False,base,0.4528212249769161,208,90,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
indist,False,+node,0.45825012005431554,208,90,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
ood,False,constant,0.0,199,99,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
ood,False,base,0.5520127945627175,199,99,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
ood,False,+node,0.5645194427508802,199,99,26504496aa968b39fb83290d567665f6cf818dc576d222ca9f68e90aa44f5b77
indist,False,constant,0.0,210,90,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
indist,False,base,0.29107103689749625,210,90,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
indist,False,+node,0.2970126275614119,210,90,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
ood,False,constant,0.0,201,99,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
ood,False,base,0.3859562337186303,201,99,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
ood,False,+node,0.39284119673334306,201,99,267826571c66af9ffcdc4bff864c8ee9a25770635f339819bcdf7ab1f4976cf2
indist,False,constant,0.0,210,90,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
indist,False,base,0.9890847118016256,210,90,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
indist,False,+node,0.9890127528430805,210,90,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
ood,False,constant,0.0,201,99,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
ood,False,base,0.9942064871393026,201,99,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
ood,False,+node,0.9941698828651391,201,99,2694908bc9d84c9e895023baf05a97ec290197344d9a422d6e976b27eff79493
indist,False,constant,0.0,210,90,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
indist,False,base,0.1715065813763721,210,90,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
indist,False,+node,0.18306009761684328,210,90,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
ood,False,constant,0.0,201,99,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
ood,False,base,0.32590171366581,201,99,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
ood,False,+node,0.3305985239537238,201,99,26ac20175ad545b56deeeb17a79c68fdb5f6d766ad6a88731ceff9fe376bd1d4
indist,False,constant,0.0,210,90,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
indist,False,base,0.40231181389294923,210,90,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
indist,False,+node,0.40384270576519476,210,90,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
ood,False,constant,0.0,201,99,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
ood,False,base,0.578108241711155,201,99,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
ood,False,+node,0.6155100355192401,201,99,26c747910c72061e8bc94b5f7590813082f460664566b8a76f65c59f5be5e4f5
indist,False,constant,0.0,210,90,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
indist,False,base,0.0010365976099109275,210,90,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
indist,False,+node,0.0021514785446341556,210,90,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
ood,False,constant,0.0,201,99,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
ood,False,base,-121.80968513505337,201,99,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
ood,False,+node,-125.15334795578411,201,99,26d50455ab28152beb3565b8e57cb20e2e9e55f879bc20c847764a03b173b2fc
indist,False,constant,0.0,210,90,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
indist,False,base,0.230159728466803,210,90,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
indist,False,+node,0.19643039963517905,210,90,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
ood,False,constant,0.0,201,99,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
ood,False,base,0.2564275101407216,201,99,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
ood,False,+node,0.3768973485826598,201,99,26daf3834e372c3c908eaed0310aff0b122d5ac9c21d44a94205d602c51a4433
indist,False,constant,0.0,210,90,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
indist,False,base,0.0004837927754116622,210,90,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
indist,False,+node,0.0012362828279591787,210,90,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
ood,False,constant,0.0,201,99,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
ood,False,base,-253.79044660468998,201,99,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
ood,False,+node,-252.46092064754401,201,99,27715a9903900029f3aa6d2b45f528c0b4671aef24e137f13478276eab085dde
indist,False,constant,0.0,210,90,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
indist,False,base,0.17346593777677166,210,90,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
indist,False,+node,0.1954220291737414,210,90,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
ood,False,constant,0.0,201,99,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
ood,False,base,0.39707239280553897,201,99,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
ood,False,+node,0.4051567983793257,201,99,27962081e6358b333366d4ceb630c7d844fe2e6db95467cca026d01eec9619c7
indist,False,constant,0.0,210,90,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
indist,False,base,0.32034219411567455,210,90,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
indist,False,+node,0.4265714088998027,210,90,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
ood,False,constant,0.0,201,99,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
ood,False,base,0.29689547426556107,201,99,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
ood,False,+node,0.4862267681494894,201,99,27bcaf5a6e5b9bebf81ecad62ff0a59d1f1a9980e9b97ec3600a443bffe6d047
indist,False,constant,0.0,210,90,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
indist,False,base,-0.015579671136905837,210,90,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
indist,False,+node,-0.014961691358851503,210,90,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
ood,False,constant,0.0,201,99,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
ood,False,base,-0.5612673821858942,201,99,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
ood,False,+node,-0.5581263191181358,201,99,27d2c599989a45992df10f4e932fe2642d671e2fc03fdb9a7047fe840d2851f4
indist,False,constant,0.0,210,90,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
indist,False,base,0.40322744519983245,210,90,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
indist,False,+node,0.4105799417044823,210,90,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
ood,False,constant,0.0,201,99,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
ood,False,base,0.40792121142341886,201,99,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
ood,False,+node,0.45180513902841224,201,99,27da17478c479b0e6a91fe6a33349da30236f7297d5e15d7d28d7b72125460d3
indist,False,constant,0.0,210,90,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
indist,False,base,0.47801313562879066,210,90,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
indist,False,+node,0.5352791725871946,210,90,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
ood,False,constant,0.0,201,99,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
ood,False,base,0.7271869401158557,201,99,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
ood,False,+node,0.7087266110185663,201,99,281cddd2ab01b45aecad91f64ec5dfeaaa4439e9c35ca2a64c9a98c39f6abb6d
indist,False,constant,0.0,210,90,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
indist,False,base,-0.004576533698197327,210,90,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
indist,False,+node,-0.002271207005934084,210,90,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
ood,False,constant,0.0,201,99,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
ood,False,base,4.878439013089597e-06,201,99,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
ood,False,+node,0.002310527959601072,201,99,282379adb00c25136476c53521082ad7fbf05215673bf1fdff5cf31137c9a76d
indist,False,constant,0.0,210,90,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
indist,False,base,0.003504815255172211,210,90,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
indist,False,+node,0.023078763671530722,210,90,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
ood,False,constant,0.0,201,99,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
ood,False,base,-145.2317909891295,201,99,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
ood,False,+node,-140.32432145849444,201,99,283be660b6a3486cbaafe7431fcc315b6bfff441e5f866decef54be7784005c3
indist,False,constant,0.0,210,90,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
indist,False,base,0.9246805023352156,210,90,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
indist,False,+node,0.9313761458800836,210,90,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
ood,False,constant,0.0,201,99,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
ood,False,base,0.9406346315198171,201,99,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
ood,False,+node,0.932514793961768,201,99,283ed3cb09f275cb90bcaf1dff54428030ad156611d221ea2984cac5b13be523
indist,False,constant,0.0,210,90,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
indist,False,base,0.18302201608364432,210,90,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
indist,False,+node,0.1849964274422652,210,90,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
ood,False,constant,0.0,201,99,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
ood,False,base,0.3931482766992882,201,99,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
ood,False,+node,0.39494901665503956,201,99,2849ba850b892c0ff5b2e0650df9af63d05bcb663894a118dbcfd448db83961c
indist,False,constant,0.0,210,90,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
indist,False,base,0.4215646310452943,210,90,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
indist,False,+node,0.4215723528911002,210,90,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
ood,False,constant,0.0,201,99,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
ood,False,base,0.6190915656792819,201,99,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
ood,False,+node,0.6180017615206721,201,99,284c6d5295889fbc313bcf1546796d8b0a13d406cf30c6682c1a893b32256130
indist,False,constant,0.0,210,90,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
indist,False,base,0.14945556000009264,210,90,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
indist,False,+node,0.2930178334265058,210,90,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
ood,False,constant,0.0,201,99,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
ood,False,base,0.17625519507088838,201,99,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
ood,False,+node,0.27303640557348174,201,99,28763201e24bdd5a7eb2018c646d40d66ff131d84ee8755d0709cc2f10b9bb7e
indist,False,constant,0.0,210,90,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
indist,False,base,-1.390952506508114e-06,210,90,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
indist,False,+node,0.11864184182824278,210,90,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
ood,False,constant,0.0,201,99,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
ood,False,base,-59.47366116052305,201,99,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
ood,False,+node,-43.56799050473809,201,99,2885ea816eb19ce2a6b12b0c5fbbe800d76ee824453644caf646f6b4ded35790
indist,False,constant,0.0,210,90,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
indist,False,base,0.7146960181202634,210,90,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
indist,False,+node,0.7177202016413754,210,90,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
ood,False,constant,0.0,201,99,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
ood,False,base,0.8606285026358558,201,99,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
ood,False,+node,0.8625725064211711,201,99,288be975497dd217d61e84cdd269f97c568bf6eaa20f8fe9aa2bd7740ace020e
indist,False,constant,0.0,210,90,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
indist,False,base,-0.3788354788746289,210,90,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
indist,False,+node,-0.32980667791807217,210,90,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
ood,False,constant,0.0,201,99,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
ood,False,base,0.07105816323779424,201,99,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
ood,False,+node,0.05675965247695203,201,99,2892af8bed564994b93abbceabad0b74978395b5655ae36cc7a93d37e3f478b1
indist,False,constant,0.0,210,90,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
indist,False,base,0.9769816647047367,210,90,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
indist,False,+node,0.9769356480349017,210,90,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
ood,False,constant,0.0,201,99,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
ood,False,base,0.9779305635547855,201,99,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
ood,False,+node,0.9778569540008578,201,99,28a04fc8d3a0012e969847dbb7047151cbb3dfd84684763bf53370d9a7b08b33
indist,False,constant,0.0,210,90,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
indist,False,base,0.49558328010265973,210,90,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
indist,False,+node,0.49715259281096913,210,90,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
ood,False,constant,0.0,201,99,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
ood,False,base,0.6743079405921564,201,99,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
ood,False,+node,0.6710404943154831,201,99,28aef33acb7354b0ada396579d6c326b60989d2bc153756baada579948386ffa
indist,False,constant,0.0,210,90,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
indist,False,base,0.17393797124436727,210,90,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
indist,False,+node,0.23324768169529297,210,90,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
ood,False,constant,0.0,201,99,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
ood,False,base,0.36898300948133234,201,99,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
ood,False,+node,0.40500308200730295,201,99,28b37d3078a39d31dcec030d22cef35ac7a97d0905fd60b8d45b688fedddf7cf
indist,False,constant,0.0,210,90,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
indist,False,base,0.277878782187735,210,90,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
indist,False,+node,0.2628215295363856,210,90,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
ood,False,constant,0.0,201,99,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
ood,False,base,0.2924196864487546,201,99,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
ood,False,+node,0.174635834256464,201,99,28bbafbd40f7b8c41a335d68c2fb18c74c916558e17bc1b48d8e0dcf2d9edc8d
indist,False,constant,0.0,210,90,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
indist,False,base,0.9268604686677041,210,90,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
indist,False,+node,0.9274854179222026,210,90,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
ood,False,constant,0.0,201,99,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
ood,False,base,0.9679720095223304,201,99,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
ood,False,+node,0.9681596312272766,201,99,28cd877603c83afd1e0390507d0121ea7b198eaa4b9938dba58bc0ada6c05c98
indist,False,constant,0.0,210,90,28ce26233a55dd16c159b8c163348a77068ed30a2d0a5dfc09dcac7c36ed48e1
indist,False,base,0.5216546113904855,210,90,28ce26233a55dd16c159b8c163348a77068ed30a2d0a5dfc09dcac7c36ed48e1
indist,False,+node,0.5266006248113078,210,90,28ce26233a55dd16c159b8c163348a77068ed30a2d0a5dfc09dcac7c36ed48e1
ood,False,constant,0.0,201,99,28ce26233a55dd16c159b8c163348a77068ed30a2d0a5dfc09dcac7c36ed48e1
