mode,shuffled,model,skill,n_train,n_test,msinstanceid
indist,True,+node,-0.037951462560578575,210,90,33f129112213fd05d528ebb81d67f1f33d6ace669f47d4914fd78eade2cc4298
ood,True,constant,0.0,201,99,33f129112213fd05d528ebb81d67f1f33d6ace669f47d4914fd78eade2cc4298
ood,True,base,-0.07362055153950431,201,99,33f129112213fd05d528ebb81d67f1f33d6ace669f47d4914fd78eade2cc4298
ood,True,+node,-0.0648333489480788,201,99,33f129112213fd05d528ebb81d67f1f33d6ace669f47d4914fd78eade2cc4298
indist,True,constant,0.0,210,90,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
indist,True,base,0.018720684626724382,210,90,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
indist,True,+node,0.001642428357108483,210,90,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
ood,True,constant,0.0,201,99,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
ood,True,base,0.015675768804800594,201,99,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
ood,True,+node,0.015222075910450661,201,99,34227a17fe831b770c50f2d6dc08397a6877e06c8618bae2ca0bf2106ea8e427
indist,True,constant,0.0,210,90,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
indist,True,base,0.012399807224453663,210,90,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
indist,True,+node,0.02108412787893854,210,90,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
ood,True,constant,0.0,201,99,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
ood,True,base,0.0023948438046083043,201,99,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
ood,True,+node,-0.06825061739987603,201,99,344403968c4ddd3be7242e0db26a2cd44c15138627633cc62411d856f6fb6b9d
indist,True,constant,0.0,210,90,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
indist,True,base,-0.05822853188994492,210,90,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
indist,True,+node,-0.08844430260248792,210,90,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
ood,True,constant,0.0,201,99,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
ood,True,base,-0.034258875635746255,201,99,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
ood,True,+node,-0.029727492835932123,201,99,3444bea27469db1358329ece99f4df49e9780a05129364a02b3e467681909c56
indist,True,constant,0.0,210,90,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
indist,True,base,-0.0021386583717144525,210,90,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
indist,True,+node,-0.0014403780549818723,210,90,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
ood,True,constant,0.0,201,99,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
ood,True,base,-0.026533981579699217,201,99,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
ood,True,+node,-0.10274733066523689,201,99,344b1d5007e647f2be44e0386c1bbc1ed7d56af4ecd07b0cb6fd60d9bdd06fa5
indist,True,constant,0.0,210,90,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
indist,True,base,0.003659228080076238,210,90,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
indist,True,+node,0.01696920050371964,210,90,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
ood,True,constant,0.0,201,99,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
ood,True,base,-0.3229039736204582,201,99,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
ood,True,+node,-0.33714496116802906,201,99,345161055e48e7465f391a4777508e7a3ace41a390718b7d4987c3d1303150c9
indist,True,constant,0.0,210,90,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
indist,True,base,0.007534033845083221,210,90,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
indist,True,+node,-0.0036815494978930108,210,90,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
ood,True,constant,0.0,201,99,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
ood,True,base,-0.05751490059505371,201,99,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
ood,True,+node,-0.020689744511214858,201,99,345b1981d76aa0a25632ea7d80371eac6b22da4a1b2b27ef666726e270a63cc3
indist,True,constant,0.0,210,90,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
indist,True,base,0.003975136076411645,210,90,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
indist,True,+node,-0.04322595824834119,210,90,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
ood,True,constant,0.0,201,99,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
ood,True,base,-0.01813324995746246,201,99,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
ood,True,+node,-0.03347895472184104,201,99,34633d0c6ddd9607ec432cf25e081d1602830c753058d78e2b0bf3dc0164034c
indist,True,constant,0.0,210,90,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
indist,True,base,0.003482002724365718,210,90,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
indist,True,+node,0.002500573362383296,210,90,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
ood,True,constant,0.0,201,99,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
ood,True,base,-0.014442833649454201,201,99,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
ood,True,+node,-0.05195658041491824,201,99,3468d3649ad0050d78934115a32a1cb1aac10629a66df62f5d6050340319306f
indist,True,constant,0.0,210,90,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
indist,True,base,0.029924915420730946,210,90,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
indist,True,+node,0.025620183681004827,210,90,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
ood,True,constant,0.0,201,99,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
ood,True,base,0.0030479840127263236,201,99,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
ood,True,+node,0.004036086933560723,201,99,349bc66fd7259c7f018b20e1923438b74228aa57e4741dcd1c91a9d9f3ca6665
indist,True,constant,0.0,210,90,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
indist,True,base,-0.014148244089058792,210,90,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
indist,True,+node,-0.01428894619801735,210,90,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
ood,True,constant,0.0,201,99,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
ood,True,base,-0.024907470241642304,201,99,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
ood,True,+node,-0.02469265018630673,201,99,34a212e79685a46dea225bdaba6f1d89813dbec5e62752804716ed54185590df
indist,True,constant,0.0,210,90,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
indist,True,base,-0.004331799137802017,210,90,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
indist,True,+node,-0.01065087756933858,210,90,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
ood,True,constant,0.0,201,99,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
ood,True,base,-2.5992433114562075,201,99,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
ood,True,+node,-2.3625828149345978,201,99,34a22d6d3f2842b8e981b5fb5e339c8ac32c67dbe35807704a7e03b25d9b1c30
indist,True,constant,0.0,210,90,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
indist,True,base,0.016509320284105344,210,90,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
indist,True,+node,0.006670196807553097,210,90,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
ood,True,constant,0.0,201,99,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
ood,True,base,-0.18029042790577177,201,99,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
ood,True,+node,-0.20755523976699508,201,99,34ea816f659326afddb963521e0ea9b1b2c06ae4d93b009b5b5e4e72926a7658
indist,True,constant,0.0,210,90,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
indist,True,base,-0.027479744118481753,210,90,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
indist,True,+node,-0.02451715734771276,210,90,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
ood,True,constant,0.0,201,99,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
ood,True,base,0.00703629945866957,201,99,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
ood,True,+node,0.011364320036483466,201,99,34ebd768b59198a12e37143ce5987b28481a7d59ac4b8219e5dfb7ca29dfd856
indist,True,constant,0.0,210,90,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
indist,True,base,0.00019388788209351304,210,90,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
indist,True,+node,-0.0038710331973377254,210,90,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
ood,True,constant,0.0,201,99,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
ood,True,base,-0.43991683884111565,201,99,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
ood,True,+node,-0.8978740049131675,201,99,34fafb688ea184ac205e3294e7e7fda832e906c24f1ed5b19060ad89910e6e14
indist,True,constant,0.0,210,90,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
indist,True,base,-0.036133190769225276,210,90,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
indist,True,+node,-0.03512370074526516,210,90,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
ood,True,constant,0.0,201,99,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
ood,True,base,-0.3699620004227786,201,99,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
ood,True,+node,-0.3792984419094225,201,99,3501a87c2834840f968091667e97c6e1672de0ddbaa4dfe62ba2cfe4af645761
indist,True,constant,0.0,210,90,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
indist,True,base,0.006607791540560459,210,90,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
indist,True,+node,0.0067242779899194804,210,90,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
ood,True,constant,0.0,201,99,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
ood,True,base,0.008663818311390181,201,99,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
ood,True,+node,0.007556413907457871,201,99,3509d5f6a9acafc20592e987011e41b7c4a9cc6f7bd52da96292ac18c065cee1
indist,True,constant,0.0,210,90,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
indist,True,base,-0.0028692026325916054,210,90,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
indist,True,+node,-0.0021304159429620384,210,90,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
ood,True,constant,0.0,201,99,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
ood,True,base,-0.0976677293867172,201,99,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
ood,True,+node,-0.11811245270648896,201,99,352737921e0989a182435b30eb798688aaa43fd7e10c515150d847c3c7a76d03
indist,True,constant,0.0,210,90,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
indist,True,base,-0.001064450146082807,210,90,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
indist,True,+node,-0.003079403539058667,210,90,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
ood,True,constant,0.0,201,99,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
ood,True,base,-0.03941357175950033,201,99,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
ood,True,+node,-0.0387551643055406,201,99,352b16016e40a7cf98887529bb26b371a29c9fa70ae04ed4e68f903e26fdbb2b
indist,True,constant,0.0,210,90,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
indist,True,base,-0.015015723193372299,210,90,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
indist,True,+node,-0.015860851477144777,210,90,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
ood,True,constant,0.0,201,99,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
ood,True,base,-0.011530198203567599,201,99,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
ood,True,+node,-0.014302320769701948,201,99,3538503001c4b4bffde11ddea55998238e98cad431887dc191456aaff5de2755
indist,True,constant,0.0,207,89,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
indist,True,base,-0.011689044320761788,207,89,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
indist,True,+node,-0.021194321092668167,207,89,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
ood,True,constant,0.0,198,98,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
ood,True,base,-0.0011284382690821548,198,98,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
ood,True,+node,-0.0016737296815625413,198,98,354ae990318a6758566f009128abd765341311095c6e8f6893f5ac263ae0eed4
indist,True,constant,0.0,210,90,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
indist,True,base,0.0002373543015633528,210,90,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
indist,True,+node,-0.025183801587182808,210,90,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
ood,True,constant,0.0,201,99,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
ood,True,base,-0.28193422657479283,201,99,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
ood,True,+node,-0.21747881949222458,201,99,3556a721d4426975433f2126aaafca3feabd504acb93260618833aaac391839d
indist,True,constant,0.0,210,90,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
indist,True,base,-0.0027089194385716553,210,90,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
indist,True,+node,-0.002004794783978525,210,90,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
ood,True,constant,0.0,201,99,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
ood,True,base,-0.001177310246900598,201,99,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
ood,True,+node,-0.009172802160680726,201,99,358a198ebbec94230ed9128adb4b7ba209e003716abae92d503be5593d37e299
indist,True,constant,0.0,210,90,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
indist,True,base,-0.027937079128847353,210,90,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
indist,True,+node,-0.03129615971624378,210,90,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
ood,True,constant,0.0,201,99,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
ood,True,base,0.0013587971483753902,201,99,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
ood,True,+node,0.002568524074729961,201,99,35a6a44ba0e06aed523570c15b20c854d12aeecc00ba4110b8a0e7bc42ddebb4
indist,True,constant,0.0,210,90,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
indist,True,base,-0.00923558285425119,210,90,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
indist,True,+node,-0.0521057945549257,210,90,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
ood,True,constant,0.0,201,99,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
ood,True,base,-4.998450611264865,201,99,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
ood,True,+node,-5.3315224858126635,201,99,35a8a61e4dd84615053e97a3bdb764e450cbe2dd8ce64e56f94397adb7a425f1
indist,True,constant,0.0,210,90,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
indist,True,base,-0.021144220917487466,210,90,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
indist,True,+node,-0.024911758114501525,210,90,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
ood,True,constant,0.0,201,99,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
ood,True,base,-0.05934024368830659,201,99,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
ood,True,+node,-0.05962738186940153,201,99,35ad6d86dc204958eea2da3238e96647baadd4a386ebcc51b6fb4d7869198097
indist,True,constant,0.0,208,90,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
indist,True,base,-0.003629017399781942,208,90,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
indist,True,+node,-0.14851270739398315,208,90,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
ood,True,constant,0.0,199,99,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
ood,True,base,-9.005143645893071,199,99,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
ood,True,+node,-8.395133258674802,199,99,35b25f9e2584a2d88b935c2349aa69fe544033407ebaaf4123e279accc95f1e4
indist,True,constant,0.0,210,90,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
indist,True,base,0.004093953778602,210,90,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
indist,True,+node,0.0017998437445412296,210,90,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
ood,True,constant,0.0,201,99,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
ood,True,base,0.008847492276144231,201,99,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
ood,True,+node,0.007259418886179092,201,99,35b3954ce85fab2ebbabce86175d076744337c61d5ea7eddee3f905816185159
indist,True,constant,0.0,210,90,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
indist,True,base,0.01261731399814614,210,90,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
indist,True,+node,0.012740401610103813,210,90,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
ood,True,constant,0.0,201,99,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
ood,True,base,-5.857846563889747,201,99,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
ood,True,+node,-5.866331068227145,201,99,35e9125309fd8d2a9fe90368f43719010fd68176582674b116e6b91315cfe00e
indist,True,constant,0.0,210,90,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
indist,True,base,-0.027352150168118428,210,90,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
indist,True,+node,-0.026888396122580316,210,90,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
ood,True,constant,0.0,201,99,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
ood,True,base,-0.014325593842304807,201,99,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
ood,True,+node,-0.015254537190129813,201,99,362694bfff8502799fc09332f5eb9a8ffb7a23550453e6079d7491d6d8c0252a
indist,True,constant,0.0,210,90,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
indist,True,base,0.0024507238786459773,210,90,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
indist,True,+node,0.0016136157663915185,210,90,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
ood,True,constant,0.0,201,99,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
ood,True,base,-1.1711343014502873,201,99,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
ood,True,+node,-1.4517127974189736,201,99,365bed3cc07d202d3c19af850fc3f5f6c6632fd89059df3daae107496583d52f
indist,True,constant,0.0,210,90,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
indist,True,base,0.0005377654490097417,210,90,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
indist,True,+node,-0.02785262277511058,210,90,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
ood,True,constant,0.0,201,99,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
ood,True,base,-0.06471919168191409,201,99,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
ood,True,+node,-0.08386693543991175,201,99,3686788304e2aaee343b61bc9b1eaa649e8e318f0be8065164e1061b84c45d41
indist,True,constant,0.0,210,90,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
indist,True,base,0.0026836730522677987,210,90,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
indist,True,+node,0.002739819490128248,210,90,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
ood,True,constant,0.0,201,99,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
ood,True,base,-0.10271463345577625,201,99,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
ood,True,+node,-0.11101605515053614,201,99,369e544ea6eaa9f1c92e5b73bb54ef1654d8185bdb1ea8d48eb3458cf8cedc94
indist,True,constant,0.0,210,90,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
indist,True,base,0.0034744558595010133,210,90,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
indist,True,+node,0.006298240095244267,210,90,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
ood,True,constant,0.0,201,99,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
ood,True,base,0.014465245460601461,201,99,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
ood,True,+node,0.011482324601663096,201,99,36a801200c05e8cd0fb4a30933baab03b0b068fd594cb372776afc85d8798a27
indist,True,constant,0.0,210,90,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
indist,True,base,0.002527264498863091,210,90,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
indist,True,+node,-0.0009863380647165965,210,90,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
ood,True,constant,0.0,201,99,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
ood,True,base,0.003520801403134266,201,99,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
ood,True,+node,0.004693854627015104,201,99,36b0d8b0c7abc187af6291a099975adc53d6abcebf4b4d709a853e5bbf87d78e
indist,True,constant,0.0,210,90,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
indist,True,base,-0.001244778939518687,210,90,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
indist,True,+node,-0.0012329988482164822,210,90,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
ood,True,constant,0.0,201,99,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
ood,True,base,-0.008423447989815536,201,99,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
ood,True,+node,-0.006699635705166074,201,99,36c042f584630719a4eb1fb3ef3c7fc2ec9aa69ed74fac61d0c557a4bfd4a0f6
indist,True,constant,0.0,210,90,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
indist,True,base,0.003663852042664839,210,90,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
indist,True,+node,0.003919862515854855,210,90,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
ood,True,constant,0.0,201,99,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
ood,True,base,5.4156365678514895e-05,201,99,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
ood,True,+node,-0.01458656901564681,201,99,36e30fe67cc47b938a74c3a87afdb91da7ab04bd434917b89a26f94cd81933c0
indist,True,constant,0.0,210,90,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
indist,True,base,-9.422415877580193e-05,210,90,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
indist,True,+node,0.0004382109034000159,210,90,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
ood,True,constant,0.0,201,99,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
ood,True,base,-0.029556402668891035,201,99,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
ood,True,+node,-0.048207948248645716,201,99,3714e49b4f9f2dd479db3cf68f63101b94e8bb3571407b7f214367898fd7ffe2
indist,True,constant,0.0,210,90,372493ef1e04f6bd79b0162371fe6c2499ffdf7a75461dfcc6b608e9d8037802
indist,True,base,0.023102701464912112,210,90,372493ef1e04f6bd79b0162371fe6c2499ffdf7a75461dfcc6b608e9d8037802
