scenario,fault,run_id,metric,service,parent,lag,n,marginal,residual_carry,counterfactual
user_cpu,cpu,2,mem,catalogue,front-end,30,691,4.2205255141716345,1.1196127177525133,0.6729111551507155
user_cpu,cpu,2,mem,carts,front-end,5,716,0.012469594923178619,0.0032947809650916956,0.0030531057924485525
user_cpu,cpu,2,mem,carts,front-end,15,706,0.01258625415239215,0.007975463746576568,0.007725076116880756
user_cpu,cpu,2,mem,carts,front-end,30,691,0.012773330136450819,0.008089084343886619,0.008102222689624674
user_cpu,cpu,2,mem,user,front-end,5,716,38.480495357026044,0.30682834740452963,0.30682834740452963
user_cpu,cpu,2,mem,user,front-end,15,706,38.48358655866094,0.36112198385016414,0.36112198385016414
user_cpu,cpu,2,mem,user,front-end,30,691,38.48672629501442,0.3873406106610415,0.3873406106610415
user_cpu,cpu,2,mem,orders,front-end,5,716,0.44485499600728784,0.004110316521105989,0.004110316521105989
user_cpu,cpu,2,mem,orders,front-end,15,706,0.44563780275271236,0.012007092767130892,0.012007092767130892
user_cpu,cpu,2,mem,orders,front-end,30,691,0.44723502731889386,0.01506685883003639,0.01506685883003639
user_cpu,cpu,2,mem,payment,orders,5,716,5.255003335152653,1.1886355882762694,1.1106201270675176
user_cpu,cpu,2,mem,payment,orders,15,706,5.20623750050823,3.36802778507787,2.546610430393418
user_cpu,cpu,2,mem,payment,orders,30,691,5.156684118321076,2.53417013182115,2.373616952469096
user_cpu,cpu,2,mem,shipping,orders,5,716,0.4644831472057788,0.0002314032616380065,0.0002314032616380065
user_cpu,cpu,2,mem,shipping,orders,15,706,0.4644913520552776,0.0006531955630203537,0.0006531955630203537
user_cpu,cpu,2,mem,shipping,orders,30,691,0.46451614876670866,0.0009231361150812409,0.0009231361150812409
user_cpu,cpu,3,cpu,catalogue,front-end,5,713,7.023353705436762,6.124105128007425,6.082335212401758
user_cpu,cpu,3,cpu,catalogue,front-end,15,703,7.089050105360076,10.170032069745234,10.15127281262927
user_cpu,cpu,3,cpu,catalogue,front-end,30,688,7.213349577988039,10.644881463251846,10.648445297350051
user_cpu,cpu,3,cpu,carts,front-end,5,716,11.367824526960899,8.841570640942551,8.852182591888646
user_cpu,cpu,3,cpu,carts,front-end,15,706,11.455908534943886,16.314962503687024,16.544628553770742
user_cpu,cpu,3,cpu,carts,front-end,30,691,11.674088223765677,16.573808624827667,16.696627941782523
user_cpu,cpu,3,cpu,user,front-end,5,716,96.73947053751786,5.868450014164183,5.861397264509221
user_cpu,cpu,3,cpu,user,front-end,15,706,97.09642115786409,9.384340322862403,9.388888113255318
user_cpu,cpu,3,cpu,user,front-end,30,691,97.24123842986026,10.2077199669154,10.207089443000505
user_cpu,cpu,3,cpu,orders,front-end,5,714,8.999833768836776,7.75073571375061,7.733486949036044
user_cpu,cpu,3,cpu,orders,front-end,15,704,9.03791648823983,11.88866197682244,11.89241320646103
user_cpu,cpu,3,cpu,orders,front-end,30,689,8.992646170779512,12.921272855636296,12.935609757121394
user_cpu,cpu,3,cpu,payment,orders,5,716,6.518591782273789,6.338808510165222,6.338808510165222
user_cpu,cpu,3,cpu,payment,orders,15,706,6.513627393993867,9.326523071562551,9.326523071562551
user_cpu,cpu,3,cpu,payment,orders,30,691,6.458785082476502,9.38800511264002,9.38800511264002
user_cpu,cpu,3,cpu,shipping,orders,5,716,41.49989913731631,8.737456910904008,8.737456910904008
user_cpu,cpu,3,cpu,shipping,orders,15,706,41.17407723685636,18.327730541204524,18.327730541204524
user_cpu,cpu,3,cpu,shipping,orders,30,691,40.92013178850931,29.392448202197684,29.392448202197684
user_cpu,cpu,3,mem,catalogue,front-end,5,716,0.31820931916506723,0.027148102000532477,0.02513311943366428
user_cpu,cpu,3,mem,catalogue,front-end,15,706,0.3222176978851754,0.07233299607838045,0.06988158465429542
user_cpu,cpu,3,mem,catalogue,front-end,30,691,0.3247088154307106,0.08618002573997258,0.0845110179169418
user_cpu,cpu,3,mem,carts,front-end,5,716,0.03895636780055436,0.0020434497768364534,0.0019837012748528614
user_cpu,cpu,3,mem,carts,front-end,15,706,0.038280341336298256,0.005194421341854504,0.005265089228985308
user_cpu,cpu,3,mem,carts,front-end,30,691,0.03823975232450882,0.005180798848808428,0.0053191608747746345
user_cpu,cpu,3,mem,user,front-end,5,716,39.08757083204521,0.3146405991722526,0.3086702450994454
user_cpu,cpu,3,mem,user,front-end,15,706,39.14330218408638,0.4394655819746977,0.43654811512911934
user_cpu,cpu,3,mem,user,front-end,30,691,39.145504852581276,0.46777771635849186,0.47023120677295893
user_cpu,cpu,3,mem,orders,front-end,5,716,0.00666731911109589,0.0031820973200269217,0.0030092971842993824
user_cpu,cpu,3,mem,orders,front-end,15,706,0.006606932693365595,0.008922233055130903,0.008891014478438744
user_cpu,cpu,3,mem,orders,front-end,30,691,0.005737605085811165,0.01029428227890872,0.010310583086340542
user_cpu,cpu,3,mem,payment,orders,5,716,0.9945097565073305,0.03785171944754573,0.03711581773013427
user_cpu,cpu,3,mem,payment,orders,15,706,1.0050272065242831,0.10177799113504898,0.09536847959270267
user_cpu,cpu,3,mem,payment,orders,30,691,1.02337430242293,0.13283238356348176,0.12711844614634266
user_cpu,cpu,3,mem,shipping,orders,5,716,0.047223969511926936,0.001897315306970297,0.0017038853000218629
user_cpu,cpu,3,mem,shipping,orders,15,706,0.04676741746459422,0.0049606596286479315,0.004295693182178141
user_cpu,cpu,3,mem,shipping,orders,30,691,0.04625856446479063,0.0062272444019877875,0.005618189951087348
user_delay,delay,1,cpu,catalogue,front-end,5,716,6.81283600750226,6.758820981887499,6.758820981887499
user_delay,delay,1,cpu,catalogue,front-end,15,706,6.669363447090595,9.352435426121884,9.352435426121884
user_delay,delay,1,cpu,catalogue,front-end,30,691,6.614071095514232,9.322553712362843,9.322553712362843
user_delay,delay,1,cpu,carts,front-end,5,716,5.696365109200894,5.665433802835993,5.518022920612729
user_delay,delay,1,cpu,carts,front-end,15,706,5.7571712022808565,7.776087346004417,7.951831476905019
user_delay,delay,1,cpu,carts,front-end,30,691,5.8567187040966004,8.241255710270526,8.673990292696534
user_delay,delay,1,cpu,user,front-end,5,716,21.09899192249134,7.002894040841223,6.404497435304806
user_delay,delay,1,cpu,user,front-end,15,706,21.23949402643876,10.854454917439456,9.756174764761735
user_delay,delay,1,cpu,user,front-end,30,691,21.422572034023784,11.135336531700855,10.237844418437355
user_delay,delay,1,cpu,orders,front-end,5,716,18.467866225851566,9.376536230303325,9.250108984060208
user_delay,delay,1,cpu,orders,front-end,15,706,18.650027768449117,16.098541427914437,16.12200173632733
user_delay,delay,1,cpu,orders,front-end,30,691,18.904017004581284,22.308905302879637,21.960239945495456
user_delay,delay,1,cpu,payment,orders,5,716,10.493532396619257,8.107388764067883,8.09376883368356
user_delay,delay,1,cpu,payment,orders,15,706,10.546627208722468,13.142818062918977,13.13735695639856
user_delay,delay,1,cpu,payment,orders,30,691,10.616095076527774,15.681191353276269,15.869618922388689
user_delay,delay,1,cpu,shipping,orders,5,716,9.837417924669161,7.020627182775763,7.030075170714086
user_delay,delay,1,cpu,shipping,orders,15,706,9.791862870143115,12.572252229934419,12.545998224440341
user_delay,delay,1,cpu,shipping,orders,30,691,9.821926942560047,13.688492837422068,13.66842116066124
user_delay,delay,1,mem,catalogue,front-end,5,716,0.24979074600106213,0.03768566724932747,0.0319065600214176
user_delay,delay,1,mem,catalogue,front-end,15,706,0.2524957129272602,0.09190436399722633,0.08212205918492575
user_delay,delay,1,mem,catalogue,front-end,30,691,0.2576119611830583,0.09459914625922859,0.08736226095589804
user_delay,delay,1,mem,carts,front-end,5,716,0.015338753929646527,0.0061728779121772255,0.0061728779121772255
user_delay,delay,1,mem,carts,front-end,15,706,0.015418759368688102,0.017287805408359253,0.017287805408359253
user_delay,delay,1,mem,carts,front-end,30,691,0.015463613311462716,0.02071419376446093,0.02071419376446093
user_delay,delay,1,mem,user,front-end,5,716,6.0289802725817205,0.1492378889493814,0.14710831030923188
user_delay,delay,1,mem,user,front-end,15,706,6.106503169422969,0.409625162303053,0.40858679443622375
user_delay,delay,1,mem,user,front-end,30,691,6.227955830730082,0.5398116978226348,0.5400321851961571
user_delay,delay,1,mem,orders,front-end,5,716,0.043514448463961346,0.011438145657233455,0.011438145657233455
user_delay,delay,1,mem,orders,front-end,15,706,0.043920888559525785,0.032367559315619764,0.032367559315619764
user_delay,delay,1,mem,orders,front-end,30,691,0.044353084413371435,0.04058999805523055,0.04058999805523055
user_delay,delay,1,mem,payment,orders,5,716,0.08074751639420741,0.016288103147931516,0.016376020837120926
user_delay,delay,1,mem,payment,orders,15,706,0.08123929045906877,0.045417543119393076,0.04527631547032842
user_delay,delay,1,mem,payment,orders,30,691,0.08194936020096268,0.06258550593212402,0.06268128364742265
user_delay,delay,1,mem,shipping,orders,5,716,0.001632228572751703,0.00033967632129743323,0.00033967632129743323
user_delay,delay,1,mem,shipping,orders,15,706,0.0016410992742427646,0.000976679165107866,0.000976679165107866
user_delay,delay,1,mem,shipping,orders,30,691,0.0016548867321319117,0.0011564619780419154,0.0011564619780419154
