variant,injection_service,delta_pct,service,cpu_change_pct,sign_inverted
OLD_no_backpressure,ts-preserve-service,300,ts-admin-travel-service,18.48,False
OLD_no_backpressure,ts-preserve-service,300,ts-assurance-service,28.32,False
OLD_no_backpressure,ts-preserve-service,300,ts-auth-service,0.97,False
OLD_no_backpressure,ts-preserve-service,300,ts-basic-service,10.05,False
OLD_no_backpressure,ts-preserve-service,300,ts-config-service,9.83,False
OLD_no_backpressure,ts-preserve-service,300,ts-consign-price-service,-3.09,True
OLD_no_backpressure,ts-preserve-service,300,ts-consign-service,-10.68,True
OLD_no_backpressure,ts-preserve-service,300,ts-contacts-service,33.86,False
OLD_no_backpressure,ts-preserve-service,300,ts-food-map-service,3.87,False
OLD_no_backpressure,ts-preserve-service,300,ts-food-service,0.36,False
OLD_no_backpressure,ts-preserve-service,300,ts-inside-payment-service,21.94,False
OLD_no_backpressure,ts-preserve-service,300,ts-order-other-service,4.44,False
OLD_no_backpressure,ts-preserve-service,300,ts-order-service,18.77,False
OLD_no_backpressure,ts-preserve-service,300,ts-payment-service,-11.76,True
OLD_no_backpressure,ts-preserve-service,300,ts-preserve-other-service,5.95,False
OLD_no_backpressure,ts-preserve-service,300,ts-preserve-service,90.8,False
OLD_no_backpressure,ts-preserve-service,300,ts-price-service,19.91,False
OLD_no_backpressure,ts-preserve-service,300,ts-route-service,-4.83,True
OLD_no_backpressure,ts-preserve-service,300,ts-seat-service,20.44,False
OLD_no_backpressure,ts-preserve-service,300,ts-security-service,43.68,False
OLD_no_backpressure,ts-preserve-service,300,ts-station-service,13.68,False
OLD_no_backpressure,ts-preserve-service,300,ts-ticketinfo-service,8.16,False
OLD_no_backpressure,ts-preserve-service,300,ts-train-service,20.01,False
OLD_no_backpressure,ts-preserve-service,300,ts-travel-service,6.46,False
OLD_no_backpressure,ts-preserve-service,300,ts-travel2-service,-2.28,True
OLD_no_backpressure,ts-preserve-service,300,ts-ui-dashboard,0.91,False
OLD_no_backpressure,ts-preserve-service,300,ts-user-service,52.83,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-admin-basic-info-service,2.41,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-admin-travel-service,6.04,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-assurance-service,81.18,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-auth-service,-0.96,True
NEW_with_backpressure,ts-ui-dashboard,100,ts-basic-service,55.99,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-config-service,55.23,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-consign-price-service,33.05,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-consign-service,33.07,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-contacts-service,76.04,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-food-map-service,57.6,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-food-service,88.91,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-inside-payment-service,16.64,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-order-other-service,52.95,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-order-service,77.29,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-payment-service,40.8,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-preserve-other-service,99.13,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-preserve-service,87.15,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-price-service,70.16,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-route-service,37.36,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-seat-service,70.02,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-security-service,107.85,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-station-service,48.11,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-ticketinfo-service,53.73,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-train-service,55.07,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-travel-service,66.91,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-travel2-service,39.88,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-ui-dashboard,31.69,False
NEW_with_backpressure,ts-ui-dashboard,100,ts-user-service,79.8,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-admin-basic-info-service,2.25,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-admin-travel-service,6.37,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-assurance-service,119.38,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-auth-service,0.06,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-basic-service,70.99,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-config-service,76.47,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-consign-price-service,40.95,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-consign-service,39.91,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-contacts-service,111.1,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-food-map-service,79.57,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-food-service,115.0,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-inside-payment-service,42.59,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-order-other-service,64.82,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-order-service,101.19,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-payment-service,50.23,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-preserve-other-service,150.96,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-preserve-service,132.3,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-price-service,89.43,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-route-service,51.43,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-seat-service,88.22,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-security-service,157.03,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-station-service,63.22,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-ticketinfo-service,72.79,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-train-service,64.79,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-travel-service,80.55,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-travel2-service,44.51,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-ui-dashboard,47.21,False
NEW_with_backpressure,ts-ui-dashboard,150,ts-user-service,135.25,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-admin-basic-info-service,13.05,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-admin-travel-service,4.14,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-assurance-service,274.03,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-auth-service,-0.97,True
NEW_with_backpressure,ts-ui-dashboard,300,ts-basic-service,150.72,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-config-service,168.1,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-consign-price-service,90.83,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-consign-service,89.17,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-contacts-service,252.15,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-food-map-service,163.21,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-food-service,223.81,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-inside-payment-service,25.43,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-order-other-service,147.05,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-order-service,197.09,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-payment-service,82.56,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-preserve-other-service,315.83,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-preserve-service,273.46,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-price-service,186.21,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-route-service,99.51,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-seat-service,190.32,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-security-service,304.23,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-station-service,127.01,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-ticketinfo-service,153.46,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-train-service,149.32,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-travel-service,171.31,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-travel2-service,104.68,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-ui-dashboard,96.63,False
NEW_with_backpressure,ts-ui-dashboard,300,ts-user-service,252.82,False
NEW_with_backpressure,ts-preserve-service,100,ts-admin-basic-info-service,-3.52,True
NEW_with_backpressure,ts-preserve-service,100,ts-admin-travel-service,4.94,False
NEW_with_backpressure,ts-preserve-service,100,ts-assurance-service,9.39,False
NEW_with_backpressure,ts-preserve-service,100,ts-auth-service,-0.12,True
NEW_with_backpressure,ts-preserve-service,100,ts-basic-service,-3.46,True
NEW_with_backpressure,ts-preserve-service,100,ts-config-service,7.92,False
NEW_with_backpressure,ts-preserve-service,100,ts-consign-price-service,15.59,False
NEW_with_backpressure,ts-preserve-service,100,ts-consign-service,1.35,False
NEW_with_backpressure,ts-preserve-service,100,ts-contacts-service,8.71,False
NEW_with_backpressure,ts-preserve-service,100,ts-food-map-service,6.63,False
NEW_with_backpressure,ts-preserve-service,100,ts-food-service,8.03,False
NEW_with_backpressure,ts-preserve-service,100,ts-inside-payment-service,42.71,False
NEW_with_backpressure,ts-preserve-service,100,ts-order-other-service,-3.12,True
NEW_with_backpressure,ts-preserve-service,100,ts-order-service,7.62,False
NEW_with_backpressure,ts-preserve-service,100,ts-payment-service,1.01,False
NEW_with_backpressure,ts-preserve-service,100,ts-preserve-other-service,-11.44,True
NEW_with_backpressure,ts-preserve-service,100,ts-preserve-service,23.91,False
NEW_with_backpressure,ts-preserve-service,100,ts-price-service,-8.62,True
NEW_with_backpressure,ts-preserve-service,100,ts-route-service,6.06,False
NEW_with_backpressure,ts-preserve-service,100,ts-seat-service,-2.82,True
NEW_with_backpressure,ts-preserve-service,100,ts-security-service,1.3,False
NEW_with_backpressure,ts-preserve-service,100,ts-station-service,0.4,False
NEW_with_backpressure,ts-preserve-service,100,ts-ticketinfo-service,0.34,False
NEW_with_backpressure,ts-preserve-service,100,ts-train-service,-1.97,True
NEW_with_backpressure,ts-preserve-service,100,ts-travel-service,7.97,False
NEW_with_backpressure,ts-preserve-service,100,ts-travel2-service,-6.28,True
NEW_with_backpressure,ts-preserve-service,100,ts-ui-dashboard,-1.56,True
NEW_with_backpressure,ts-preserve-service,100,ts-user-service,9.66,False
NEW_with_backpressure,ts-preserve-service,150,ts-admin-basic-info-service,8.97,False
NEW_with_backpressure,ts-preserve-service,150,ts-admin-travel-service,14.13,False
NEW_with_backpressure,ts-preserve-service,150,ts-assurance-service,24.74,False
NEW_with_backpressure,ts-preserve-service,150,ts-auth-service,-0.78,True
NEW_with_backpressure,ts-preserve-service,150,ts-basic-service,5.57,False
NEW_with_backpressure,ts-preserve-service,150,ts-config-service,8.96,False
NEW_with_backpressure,ts-preserve-service,150,ts-consign-price-service,9.78,False
NEW_with_backpressure,ts-preserve-service,150,ts-consign-service,10.53,False
NEW_with_backpressure,ts-preserve-service,150,ts-contacts-service,24.85,False
NEW_with_backpressure,ts-preserve-service,150,ts-food-map-service,13.85,False
NEW_with_backpressure,ts-preserve-service,150,ts-food-service,15.12,False
NEW_with_backpressure,ts-preserve-service,150,ts-inside-payment-service,-5.52,True
NEW_with_backpressure,ts-preserve-service,150,ts-order-other-service,11.55,False
NEW_with_backpressure,ts-preserve-service,150,ts-order-service,14.03,False
NEW_with_backpressure,ts-preserve-service,150,ts-payment-service,10.81,False
NEW_with_backpressure,ts-preserve-service,150,ts-preserve-other-service,-3.55,True
NEW_with_backpressure,ts-preserve-service,150,ts-preserve-service,32.66,False
NEW_with_backpressure,ts-preserve-service,150,ts-price-service,8.52,False
NEW_with_backpressure,ts-preserve-service,150,ts-route-service,2.81,False
NEW_with_backpressure,ts-preserve-service,150,ts-seat-service,11.76,False
NEW_with_backpressure,ts-preserve-service,150,ts-security-service,17.6,False
NEW_with_backpressure,ts-preserve-service,150,ts-station-service,9.75,False
NEW_with_backpressure,ts-preserve-service,150,ts-ticketinfo-service,8.21,False
NEW_with_backpressure,ts-preserve-service,150,ts-train-service,5.6,False
NEW_with_backpressure,ts-preserve-service,150,ts-travel-service,9.95,False
NEW_with_backpressure,ts-preserve-service,150,ts-travel2-service,6.46,False
NEW_with_backpressure,ts-preserve-service,150,ts-ui-dashboard,-0.37,True
NEW_with_backpressure,ts-preserve-service,150,ts-user-service,20.85,False
NEW_with_backpressure,ts-preserve-service,300,ts-admin-basic-info-service,-5.09,True
NEW_with_backpressure,ts-preserve-service,300,ts-admin-travel-service,-7.97,True
NEW_with_backpressure,ts-preserve-service,300,ts-assurance-service,56.06,False
NEW_with_backpressure,ts-preserve-service,300,ts-auth-service,1.87,False
NEW_with_backpressure,ts-preserve-service,300,ts-basic-service,14.52,False
NEW_with_backpressure,ts-preserve-service,300,ts-config-service,13.15,False
NEW_with_backpressure,ts-preserve-service,300,ts-consign-price-service,-10.25,True
NEW_with_backpressure,ts-preserve-service,300,ts-consign-service,-4.61,True
NEW_with_backpressure,ts-preserve-service,300,ts-contacts-service,39.42,False
NEW_with_backpressure,ts-preserve-service,300,ts-food-map-service,32.75,False
