scenario,target,fault,run_id,metric,other_service,n_pre,n_post,naive_post,backdoor_post,structural_post,naive_pre,backdoor_pre
orders_mem,orders,mem,2,cpu,front-end,720,721,31.838949906176072,30.118445501715403,6.632428661370928,7.9381302679774235,7.781923611811934
orders_mem,orders,mem,2,cpu,catalogue,716,721,18.64825656623833,18.84094474806575,9.579139662050624,12.430577161332128,12.439991899483555
orders_mem,orders,mem,2,cpu,user,720,721,56.617368407287294,55.56150803487381,9.826072519595092,6.791098889389903,6.7123119956334225
orders_mem,orders,mem,2,cpu,carts,720,721,14.645913829787435,18.004584065168117,6.078435492332505,7.745647347671826,7.135571025923014
orders_mem,orders,mem,2,cpu,payment,720,721,11.268488231500067,12.825613466454636,9.08783882479742,8.036713128734702,7.913568467273083
orders_mem,orders,mem,2,cpu,shipping,720,721,1854.2394950717487,1852.5019914955728,41.641693853051756,21.938891299161902,21.92336945293577
orders_mem,orders,mem,2,mem,front-end,720,721,126.01367003156511,131.88300290856822,3.0686600224565734,3.4610105332142522,3.461694619503445
orders_mem,orders,mem,2,mem,catalogue,720,721,145.12324380101745,142.35194870469493,0.41117325019319345,0.1538355655417622,0.15438941666076153
orders_mem,orders,mem,2,mem,user,720,721,176.61749667087872,180.11362245631832,0.42054642265252395,0.1747462830398167,0.17054247911635192
orders_mem,orders,mem,2,mem,carts,720,721,11.604330429307366,11.582913449648284,0.0111689753608808,0.019591747021370447,0.019577962405981017
orders_mem,orders,mem,2,mem,payment,720,721,21.228352469913485,21.38386844377651,0.2427343278158224,0.041509955533631716,0.041688356362887806
orders_mem,orders,mem,2,mem,shipping,720,721,5.831073302064616,6.0731038828143475,0.14191475603051407,0.02117396639467168,0.02113487785076319
orders_mem,orders,mem,3,cpu,front-end,720,721,67.10426279732955,70.68010056256766,10.803025729412703,6.572892526842816,6.564516951686175
orders_mem,orders,mem,3,cpu,catalogue,720,721,20.130608380379716,23.49763619579707,7.398891547075878,5.980451385392822,6.012463005533204
orders_mem,orders,mem,3,cpu,user,720,721,29.547345548713327,29.66160955832399,7.894140251657021,6.677160377329488,6.680685916828377
orders_mem,orders,mem,3,cpu,carts,720,721,1963.7532337129578,1950.7297126852363,133.36433195416134,27.771747418352216,27.70172586526622
orders_mem,orders,mem,3,cpu,payment,720,721,66.00151504039333,67.89604755925404,10.116933984774608,8.52712477450905,8.515022109641341
orders_mem,orders,mem,3,cpu,shipping,720,721,3665.056349159992,3592.990455784726,135.65689966686344,48.045790495404475,50.05102729783736
orders_mem,orders,mem,3,mem,front-end,720,721,289.2344447096257,288.57679899775366,3.786377592744345,4.414596888777778,4.415316092175852
orders_mem,orders,mem,3,mem,catalogue,720,721,640.7761162615539,638.8690052854976,4.215873368977329,1.7079075538832102,1.7102498701891895
orders_mem,orders,mem,3,mem,user,720,721,612.7764778678893,614.5808665984493,14.86575802672189,1.1354147621594894,1.1326584121497103
orders_mem,orders,mem,3,mem,carts,720,721,292.5863511459779,292.42187620644165,2.7632722646813472,0.25035490236419405,0.251130154099954
orders_mem,orders,mem,3,mem,payment,720,721,1945.6496293894365,1937.9748394816393,7.795747440112906,8.509923863283767,8.495764873732995
orders_mem,orders,mem,3,mem,shipping,720,721,54.19001265069431,54.800956009066205,0.9217626630694562,0.28711427391473826,0.2889214236585551
orders_socket,orders,socket,1,cpu,front-end,720,721,28.385743172608503,33.44248442333556,6.729871144355134,12.139832964165914,12.082335953693608
orders_socket,orders,socket,1,cpu,catalogue,720,721,10.049754044745235,9.918182625092651,6.916553045275895,9.082898962594896,9.08048844314631
orders_socket,orders,socket,1,cpu,user,720,721,48.9753938681971,39.72184779376142,10.288841599500211,7.700924802235096,7.562517489438545
orders_socket,orders,socket,1,cpu,carts,720,721,15.9238947062365,14.798843530390634,13.10809680798743,8.215083135951286,8.174209734638813
orders_socket,orders,socket,1,cpu,payment,720,721,43.96761404495527,38.26094797619158,12.418536264915115,7.822443742871843,7.5857783287983915
orders_socket,orders,socket,1,cpu,shipping,720,721,42.71950494690087,33.106753944569505,13.842991263720647,9.722743060115963,9.245295196732712
