scenario,target_service,fault_type,run_id,metric,other_service,n_pre,n_post,causal_RB~WB_pre,causal_RB~WB_post,causal_RB~WB_degrade,assoc_RB~RA_pre,assoc_RB~RA_post,assoc_RB~RA_degrade,assoc_RB~WA_pre,assoc_RB~WA_post,assoc_RB~WA_degrade
user_cpu,user,cpu,1,cpu,orders,720,721,32.889,14.894,-17.996,14.117,1512.76,1498.643,27.112,13.945,-13.167
user_cpu,user,cpu,1,cpu,payment,720,721,16.254,12.934,-3.32,10.191,1015.922,1005.731,13.47,11.263,-2.207
user_cpu,user,cpu,1,cpu,shipping,720,721,11.048,14.667,3.619,7.32,869.223,861.903,9.701,13.721,4.02
user_cpu,user,cpu,1,mem,front-end,682,721,49.09,4.328,-44.762,47.984,330.09,282.106,49.766,5.223,-44.543
user_cpu,user,cpu,1,mem,catalogue,720,721,2.926,2.556,-0.37,1.259,140.886,139.627,2.428,2.167,-0.26
user_cpu,user,cpu,1,mem,carts,720,721,0.003,0.015,0.012,0.002,0.186,0.183,0.003,0.015,0.012
user_cpu,user,cpu,1,mem,orders,720,721,0.008,0.036,0.028,0.007,0.455,0.449,0.007,0.036,0.03
user_cpu,user,cpu,1,mem,payment,720,721,5.179,5.88,0.701,3.011,166.063,163.052,4.496,5.091,0.594
user_cpu,user,cpu,1,mem,shipping,720,721,0.001,0.012,0.011,0.001,0.009,0.008,0.001,0.012,0.011
user_cpu,user,cpu,2,cpu,front-end,587,721,10.828,7.432,-3.396,10.344,1119.547,1109.204,11.071,7.566,-3.506
user_cpu,user,cpu,2,cpu,catalogue,720,721,17.182,9.883,-7.3,23.28,2741.254,2717.974,19.631,8.88,-10.751
user_cpu,user,cpu,2,cpu,carts,720,721,23.548,10.448,-13.1,25.559,3355.575,3330.016,19.998,8.792,-11.205
user_cpu,user,cpu,2,cpu,orders,720,719,32.466,15.887,-16.579,27.66,3646.252,3618.592,29.892,13.149,-16.743
user_cpu,user,cpu,2,cpu,payment,720,721,16.12,11.947,-4.173,12.366,1958.384,1946.017,14.284,10.796,-3.488
user_cpu,user,cpu,2,cpu,shipping,720,721,15.482,15.109,-0.373,15.526,2079.199,2063.672,14.934,13.818,-1.116
user_cpu,user,cpu,2,mem,front-end,695,721,66.641,4.642,-61.998,108.589,11.159,-97.43,69.193,4.975,-64.217
user_cpu,user,cpu,2,mem,catalogue,720,721,4.072,4.209,0.138,7.243,6.477,-0.765,3.53,3.875,0.345
user_cpu,user,cpu,2,mem,carts,720,721,0.005,0.012,0.007,0.006,0.015,0.008,0.006,0.012,0.007
user_cpu,user,cpu,2,mem,orders,720,721,0.069,0.444,0.375,0.067,0.487,0.42,0.069,0.444,0.375
user_cpu,user,cpu,2,mem,payment,720,721,4.686,5.229,0.543,8.451,7.884,-0.567,3.98,4.845,0.866
user_cpu,user,cpu,2,mem,shipping,720,721,0.008,0.464,0.457,0.008,0.466,0.458,0.008,0.464,0.457
user_cpu,user,cpu,3,cpu,front-end,719,720,9.387,8.249,-1.138,9.426,165.85,156.424,9.296,8.205,-1.091
user_cpu,user,cpu,3,cpu,catalogue,720,718,6.06,6.987,0.928,6.072,138.459,132.386,6.08,7.016,0.936
user_cpu,user,cpu,3,cpu,carts,720,721,8.3,11.327,3.027,8.306,819.268,810.962,7.64,11.583,3.943
user_cpu,user,cpu,3,cpu,orders,720,719,9.904,8.972,-0.932,9.823,844.34,834.517,9.91,8.987,-0.923
user_cpu,user,cpu,3,cpu,payment,720,721,7.8,6.482,-1.318,7.795,38.213,30.418,7.8,6.482,-1.318
user_cpu,user,cpu,3,cpu,shipping,720,721,44.466,41.66,-2.805,44.823,6629.176,6584.353,44.466,41.66,-2.805
user_cpu,user,cpu,3,mem,front-end,720,721,3.579,3.542,-0.037,3.575,3.535,-0.041,3.574,3.535,-0.039
user_cpu,user,cpu,3,mem,catalogue,720,721,0.125,0.316,0.191,0.123,15.683,15.56,0.125,0.317,0.191
user_cpu,user,cpu,3,mem,carts,720,721,0.043,0.039,-0.004,0.043,3.167,3.125,0.043,0.039,-0.004
user_cpu,user,cpu,3,mem,orders,720,721,0.005,0.007,0.002,0.005,0.63,0.626,0.005,0.007,0.002
user_cpu,user,cpu,3,mem,payment,720,721,0.25,0.989,0.739,0.246,39.442,39.196,0.252,0.989,0.737
user_cpu,user,cpu,3,mem,shipping,720,721,0.128,0.047,-0.081,0.124,16.41,16.286,0.128,0.047,-0.081
user_delay,user,delay,1,cpu,front-end,717,720,8.006,9.864,1.858,7.979,9.854,1.875,7.98,9.951,1.971
user_delay,user,delay,1,cpu,catalogue,720,721,8.935,6.783,-2.152,8.935,6.783,-2.152,8.935,6.783,-2.152
user_delay,user,delay,1,cpu,carts,720,721,7.874,5.674,-2.2,7.962,5.986,-1.976,7.94,5.782,-2.158
user_delay,user,delay,1,cpu,orders,720,721,10.465,18.48,8.015,10.626,17.415,6.789,10.335,18.458,8.123
user_delay,user,delay,1,cpu,payment,720,721,9.805,10.506,0.701,9.971,10.779,0.808,9.863,10.631,0.768
user_delay,user,delay,1,cpu,shipping,720,721,9.122,9.906,0.783,9.131,9.956,0.824,9.142,9.953,0.81
user_delay,user,delay,1,mem,front-end,720,721,9.421,7.155,-2.266,8.998,17.207,8.21,9.352,7.044,-2.309
user_delay,user,delay,1,mem,catalogue,720,721,0.112,0.248,0.136,0.105,0.244,0.139,0.116,0.251,0.135
user_delay,user,delay,1,mem,carts,720,721,0.022,0.015,-0.007,0.022,0.015,-0.007,0.022,0.016,-0.006
user_delay,user,delay,1,mem,orders,720,721,0.011,0.043,0.033,0.011,0.044,0.033,0.011,0.043,0.033
user_delay,user,delay,1,mem,payment,720,721,0.05,0.081,0.031,0.049,0.05,0.001,0.049,0.08,0.031
user_delay,user,delay,1,mem,shipping,720,721,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001
user_delay,user,delay,2,cpu,front-end,720,721,9.958,11.718,1.76,9.913,11.962,2.049,9.917,11.146,1.23
user_delay,user,delay,2,cpu,catalogue,720,721,7.032,8.171,1.139,7.131,9.932,2.8,7.095,8.428,1.333
user_delay,user,delay,2,cpu,carts,720,721,57.815,71.98,14.165,71.113,119.658,48.545,57.815,71.98,14.165
user_delay,user,delay,2,cpu,orders,720,721,26.477,32.076,5.599,26.477,32.076,5.599,26.477,32.076,5.599
user_delay,user,delay,2,cpu,payment,720,721,6.385,8.425,2.04,6.654,9.433,2.778,6.571,8.5,1.929
user_delay,user,delay,2,cpu,shipping,720,721,33.476,51.651,18.174,32.894,57.492,24.598,33.427,50.929,17.503
user_delay,user,delay,2,mem,front-end,720,721,3.538,3.727,0.188,3.452,7.105,3.653,3.538,3.727,0.188
user_delay,user,delay,2,mem,catalogue,720,721,0.363,0.807,0.443,0.362,0.803,0.44,0.363,0.812,0.449
user_delay,user,delay,2,mem,carts,720,721,0.381,0.943,0.563,0.381,0.943,0.563,0.381,0.943,0.563
user_delay,user,delay,2,mem,orders,720,721,0.04,0.038,-0.001,0.04,0.038,-0.001,0.039,0.039,-0.001
user_delay,user,delay,2,mem,payment,720,721,1.225,1.131,-0.094,1.225,1.131,-0.094,1.225,1.131,-0.094
user_delay,user,delay,2,mem,shipping,720,721,0.116,0.09,-0.027,0.116,0.09,-0.027,0.116,0.09,-0.027
user_delay,user,delay,3,cpu,front-end,720,721,5.311,11.649,6.338,5.311,11.649,6.338,5.306,11.59,6.284
user_delay,user,delay,3,cpu,catalogue,720,721,5.446,8.48,3.034,5.626,9.735,4.109,5.632,9.514,3.882
user_delay,user,delay,3,cpu,carts,720,721,8.77,11.836,3.066,8.856,14.919,6.063,8.873,13.4,4.526
user_delay,user,delay,3,cpu,orders,720,721,16.827,20.256,3.429,16.862,21.741,4.879,16.803,20.031,3.228
user_delay,user,delay,3,cpu,payment,720,721,9.453,7.955,-1.497,9.434,7.915,-1.519,9.439,7.95,-1.489
user_delay,user,delay,3,cpu,shipping,720,721,23.495,31.727,8.232,22.897,33.48,10.584,23.495,31.727,8.232
user_delay,user,delay,3,mem,front-end,720,721,3.547,3.249,-0.298,3.783,3.49,-0.293,3.747,3.424,-0.323
user_delay,user,delay,3,mem,catalogue,720,721,0.609,0.525,-0.083,0.609,0.525,-0.083,0.609,0.525,-0.083
user_delay,user,delay,3,mem,carts,720,721,0.015,0.023,0.008,0.015,0.023,0.008,0.015,0.023,0.008
user_delay,user,delay,3,mem,orders,720,721,0.051,0.028,-0.023,0.051,0.028,-0.023,0.051,0.028,-0.023
user_delay,user,delay,3,mem,payment,720,721,0.445,1.524,1.079,0.445,1.524,1.079,0.445,1.524,1.079
user_delay,user,delay,3,mem,shipping,720,721,0.011,0.028,0.017,0.007,0.025,0.018,0.011,0.028,0.017
user_disk,user,disk,1,cpu,front-end,702,721,1239.165,8.322,-1230.843,1072.889,981.283,-91.606,1064.943,10.025,-1054.918
user_disk,user,disk,1,cpu,catalogue,720,721,35.952,10.066,-25.886,24.745,1185.257,1160.511,27.136,10.226,-16.91
user_disk,user,disk,1,cpu,carts,720,721,21.671,11.342,-10.33,21.369,1923.668,1902.299,29.461,12.781,-16.679
user_disk,user,disk,1,cpu,orders,720,721,30.164,19.214,-10.951,13.026,2128.441,2115.415,19.023,16.637,-2.385
user_disk,user,disk,1,cpu,payment,720,721,15.648,13.177,-2.472,10.423,1338.548,1328.125,12.767,12.142,-0.625
user_disk,user,disk,1,cpu,shipping,720,721,12.656,12.653,-0.003,8.272,1288.245,1279.973,9.69,10.991,1.301
user_disk,user,disk,1,mem,front-end,720,721,57.55,71.866,14.316,22.968,20397.882,20374.913,57.55,71.866,14.316
user_disk,user,disk,1,mem,catalogue,720,721,0.493,0.472,-0.021,0.522,0.476,-0.046,0.41,0.459,0.048
user_disk,user,disk,1,mem,carts,720,721,0.136,0.173,0.037,0.294,0.285,-0.009,0.147,0.192,0.045
user_disk,user,disk,1,mem,orders,720,721,0.039,0.041,0.003,0.039,1.534,1.495,0.038,0.041,0.003
user_disk,user,disk,1,mem,payment,720,721,0.716,0.569,-0.147,0.843,0.64,-0.203,0.671,0.547,-0.125
user_disk,user,disk,1,mem,shipping,720,721,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0
user_disk,user,disk,2,cpu,front-end,720,721,10.427,9.438,-0.99,10.424,9.454,-0.97,10.298,9.424,-0.874
user_disk,user,disk,2,cpu,catalogue,720,721,8.501,8.754,0.253,8.55,474.098,465.548,8.517,8.771,0.254
user_disk,user,disk,2,cpu,carts,720,721,9.932,10.712,0.78,9.932,10.712,0.78,9.918,10.66,0.742
user_disk,user,disk,2,cpu,orders,720,721,22.79,24.379,1.59,22.384,1052.663,1030.279,22.602,24.225,1.623
user_disk,user,disk,2,cpu,payment,720,720,8.319,10.849,2.53,8.328,96.027,87.699,8.348,10.875,2.527
user_disk,user,disk,2,cpu,shipping,720,721,32.86,32.191,-0.669,32.385,605.907,573.522,32.504,32.414,-0.09
user_disk,user,disk,2,mem,front-end,720,721,3.799,3.952,0.153,3.882,3.852,-0.03,3.882,3.852,-0.03
user_disk,user,disk,2,mem,catalogue,720,721,0.24,0.903,0.663,0.24,0.903,0.663,0.24,0.903,0.663
user_disk,user,disk,2,mem,carts,720,721,0.651,0.366,-0.286,0.208,4883.345,4883.137,0.646,0.368,-0.278
user_disk,user,disk,2,mem,orders,720,721,0.086,0.122,0.036,0.084,105.23,105.146,0.086,0.122,0.037
user_disk,user,disk,2,mem,payment,720,721,0.729,1.147,0.418,0.729,1.147,0.418,0.729,1.147,0.418
user_disk,user,disk,2,mem,shipping,720,721,0.062,0.078,0.016,0.062,4.266,4.204,0.062,0.078,0.016
user_disk,user,disk,3,cpu,front-end,718,721,7.687,7.144,-0.543,7.736,7.319,-0.416,7.438,7.095,-0.343
user_disk,user,disk,3,cpu,catalogue,720,721,7.627,8.065,0.437,8.149,11.724,3.575,7.931,7.768,-0.163
user_disk,user,disk,3,cpu,carts,720,721,15.832,16.108,0.276,15.832,16.108,0.276,15.832,16.108,0.276
user_disk,user,disk,3,cpu,orders,720,721,74.437,105.367,30.931,74.437,105.367,30.931,74.437,105.367,30.931
user_disk,user,disk,3,cpu,payment,720,721,9.803,7.607,-2.197,9.601,217.241,207.64,9.797,7.694,-2.103
user_disk,user,disk,3,cpu,shipping,720,721,91.698,183.088,91.39,92.087,1263.591,1171.504,91.698,183.088,91.39
user_disk,user,disk,3,mem,front-end,720,721,3.664,3.598,-0.066,3.687,3.59,-0.097,3.687,3.59,-0.097
user_disk,user,disk,3,mem,catalogue,720,721,0.258,1.694,1.436,0.258,1.694,1.436,0.258,1.694,1.436
user_disk,user,disk,3,mem,carts,720,721,0.252,0.381,0.128,0.253,0.38,0.127,0.253,0.38,0.127
user_disk,user,disk,3,mem,orders,720,721,0.093,0.239,0.145,0.093,0.239,0.145,0.093,0.239,0.145
user_disk,user,disk,3,mem,payment,720,721,0.142,0.213,0.071,0.142,0.213,0.071,0.142,0.213,0.071
user_disk,user,disk,3,mem,shipping,720,721,0.145,0.017,-0.128,0.145,0.017,-0.128,0.145,0.017,-0.128
user_loss,user,loss,1,cpu,front-end,720,398,7.341,3238.664,3231.323,7.49,4434.719,4427.229,7.463,4493.745,4486.282
user_loss,user,loss,1,cpu,catalogue,720,709,8.646,197.64,188.993,8.678,235.463,226.785,8.762,181.84,173.078
user_loss,user,loss,1,cpu,carts,720,709,7.778,496.192,488.414,7.817,491.46,483.643,7.684,463.049,455.365
user_loss,user,loss,1,cpu,orders,720,709,7.225,442.989,435.764,6.935,299.704,292.77,7.274,456.7,449.427
user_loss,user,loss,1,cpu,payment,720,709,7.976,102.35,94.374,7.982,105.165,97.184,7.982,105.165,97.184
user_loss,user,loss,1,cpu,shipping,720,707,6.247,95.583,89.336,6.144,72.433,66.29,6.253,97.573,91.32
user_loss,user,loss,1,mem,front-end,720,721,3.705,49.775,46.07,3.729,48.276,44.547,3.661,49.583,45.922
user_loss,user,loss,1,mem,catalogue,720,721,0.115,1.939,1.824,0.114,1.968,1.853,0.114,1.966,1.852
user_loss,user,loss,1,mem,carts,720,721,0.005,0.004,-0.001,0.005,0.004,-0.001,0.005,0.004,-0.001
user_loss,user,loss,1,mem,orders,720,721,0.005,0.04,0.036,0.005,0.04,0.036,0.005,0.04,0.036
user_loss,user,loss,1,mem,payment,720,721,0.127,3.969,3.842,0.128,3.988,3.86,0.127,3.947,3.82
user_loss,user,loss,1,mem,shipping,720,721,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001
user_loss,user,loss,2,cpu,front-end,720,539,10.514,33.443,22.929,10.535,46.675,36.14,10.432,27.789,17.357
user_loss,user,loss,2,cpu,catalogue,720,721,7.219,135.388,128.169,7.38,122.125,114.745,7.284,165.661,158.377
user_loss,user,loss,2,cpu,carts,720,721,17.334,474.679,457.345,17.334,474.679,457.345,17.39,427.474,410.083
user_loss,user,loss,2,cpu,orders,720,721,42.31,579.341,537.031,40.648,124.583,83.935,42.31,579.341,537.031
user_loss,user,loss,2,cpu,payment,720,721,7.829,73.861,66.032,7.716,70.104,62.388,7.742,65.751,58.008
user_loss,user,loss,2,cpu,shipping,720,721,88.937,292.579,203.642,89.063,330.145,241.081,89.063,330.145,241.081
user_loss,user,loss,2,mem,front-end,720,721,3.255,46.411,43.156,3.223,45.611,42.388,3.255,46.411,43.156
user_loss,user,loss,2,mem,catalogue,720,721,0.367,1.136,0.769,0.366,1.609,1.243,0.367,1.166,0.799
user_loss,user,loss,2,mem,carts,720,721,0.107,0.143,0.036,0.107,0.138,0.031,0.106,0.277,0.171
user_loss,user,loss,2,mem,orders,720,721,0.133,0.238,0.105,0.133,0.22,0.087,0.133,0.224,0.091
user_loss,user,loss,2,mem,payment,720,721,0.266,1.957,1.692,0.266,1.957,1.692,0.266,1.963,1.697
user_loss,user,loss,2,mem,shipping,720,721,0.074,0.308,0.234,0.074,0.303,0.229,0.074,0.31,0.236
user_loss,user,loss,3,cpu,front-end,720,649,8.59,35.326,26.736,9.363,32.704,23.341,9.055,32.513,23.458
user_loss,user,loss,3,cpu,catalogue,720,721,16.087,35.539,19.452,15.503,36.436,20.933,15.173,40.923,25.75
user_loss,user,loss,3,cpu,carts,720,721,23.322,57.107,33.785,22.18,31.474,9.294,18.826,49.334,30.508
user_loss,user,loss,3,cpu,orders,720,721,60.699,127.685,66.986,47.486,57.359,9.873,59.722,91.87,32.148
user_loss,user,loss,3,cpu,payment,720,721,14.389,31.466,17.078,11.6,15.204,3.604,13.841,26.589,12.748
user_loss,user,loss,3,cpu,shipping,720,721,16.529,33.057,16.528,15.206,26.187,10.981,15.624,28.387,12.763
user_loss,user,loss,3,mem,front-end,720,721,10.512,36.499,25.987,10.512,36.499,25.987,10.512,36.499,25.987
user_loss,user,loss,3,mem,catalogue,720,721,0.312,0.868,0.556,0.256,1.971,1.714,0.312,1.002,0.69
user_loss,user,loss,3,mem,carts,720,721,0.006,0.023,0.017,0.006,0.012,0.006,0.006,0.02,0.014
user_loss,user,loss,3,mem,orders,720,721,0.113,0.34,0.227,0.051,0.886,0.834,0.113,0.363,0.25
user_loss,user,loss,3,mem,payment,720,721,4.269,2.97,-1.3,2.201,35.852,33.651,4.256,3.602,-0.654
user_loss,user,loss,3,mem,shipping,720,721,0.009,0.039,0.031,0.01,0.027,0.017,0.009,0.042,0.033
user_mem,user,mem,1,cpu,front-end,720,721,6.235,6.715,0.48,6.192,273.114,266.921,6.162,6.621,0.46
user_mem,user,mem,1,cpu,catalogue,718,721,9.669,7.231,-2.438,9.706,113.52,103.814,9.722,7.183,-2.538
user_mem,user,mem,1,cpu,carts,720,721,11.649,9.758,-1.892,12.056,8.744,-3.312,11.728,8.254,-3.474
user_mem,user,mem,1,cpu,orders,720,721,19.127,22.895,3.768,18.897,1128.134,1109.237,19.17,22.908,3.738
user_mem,user,mem,1,cpu,payment,720,721,543.312,609.817,66.506,648.102,176453.701,175805.599,540.95,576.137,35.187
user_mem,user,mem,1,cpu,shipping,720,721,49.189,62.462,13.273,49.091,62.221,13.13,49.172,63.177,14.005
user_mem,user,mem,1,mem,front-end,720,721,3.338,3.335,-0.003,3.291,4069.197,4065.905,3.338,3.335,-0.003
user_mem,user,mem,1,mem,catalogue,720,721,0.176,0.381,0.205,0.146,1543.826,1543.68,0.176,0.381,0.205
user_mem,user,mem,1,mem,carts,720,721,0.357,0.271,-0.086,0.357,0.271,-0.086,0.357,0.271,-0.086
user_mem,user,mem,1,mem,orders,720,721,0.091,0.157,0.065,0.054,796.159,796.105,0.091,0.156,0.065
user_mem,user,mem,1,mem,payment,720,721,0.139,0.848,0.71,0.09,1309.644,1309.554,0.139,0.848,0.71
user_mem,user,mem,1,mem,shipping,720,721,0.049,0.267,0.219,0.041,245.396,245.355,0.049,0.267,0.219
user_mem,user,mem,2,cpu,front-end,720,721,8.659,7.865,-0.793,8.636,578.835,570.199,8.677,7.942,-0.735
user_mem,user,mem,2,cpu,catalogue,720,721,7.927,9.68,1.753,8.113,9.854,1.741,8.113,9.854,1.741
user_mem,user,mem,2,cpu,carts,720,721,38.151,98.925,60.774,36.841,5606.935,5570.094,38.431,97.561,59.129
user_mem,user,mem,2,cpu,orders,720,721,44.447,114.179,69.732,41.778,10774.47,10732.692,44.369,114.402,70.033
user_mem,user,mem,2,cpu,payment,719,721,12.732,9.169,-3.563,12.839,400.757,387.918,12.732,9.169,-3.563
user_mem,user,mem,2,cpu,shipping,720,721,45.072,111.927,66.856,45.052,2958.578,2913.526,45.615,110.783,65.168
user_mem,user,mem,2,mem,front-end,720,721,4.246,3.973,-0.273,4.239,326.129,321.891,4.246,3.973,-0.273
user_mem,user,mem,2,mem,catalogue,720,721,2.599,3.432,0.834,1.145,4152.427,4151.282,2.599,3.387,0.788
user_mem,user,mem,2,mem,carts,720,721,1.52,2.618,1.098,0.367,2284.113,2283.746,1.522,2.616,1.095
user_mem,user,mem,2,mem,orders,720,721,0.65,1.959,1.309,0.154,995.48,995.326,0.649,1.964,1.314
user_mem,user,mem,2,mem,payment,720,721,9.717,8.242,-1.475,6.103,13775.035,13768.931,9.717,8.242,-1.475
user_mem,user,mem,2,mem,shipping,720,721,0.367,1.064,0.697,0.252,389.635,389.383,0.365,1.068,0.703
user_mem,user,mem,3,cpu,front-end,719,721,7.518,8.042,0.524,7.485,275.519,268.034,7.343,7.962,0.619
user_mem,user,mem,3,cpu,catalogue,719,721,7.861,5.983,-1.878,7.848,176.326,168.478,7.909,6.087,-1.822
user_mem,user,mem,3,cpu,carts,719,721,26.217,29.378,3.161,26.125,1137.222,1111.097,26.281,29.43,3.148
user_mem,user,mem,3,cpu,orders,719,721,29.882,40.094,10.212,29.882,40.094,10.212,29.882,40.094,10.212
user_mem,user,mem,3,cpu,payment,719,721,8.094,8.606,0.512,8.006,475.317,467.311,8.091,8.592,0.5
user_mem,user,mem,3,cpu,shipping,719,721,46.476,52.968,6.492,46.383,1532.478,1486.095,46.421,52.965,6.544
user_mem,user,mem,3,mem,front-end,720,721,3.68,3.704,0.023,3.67,1239.47,1235.8,3.702,3.771,0.069
user_mem,user,mem,3,mem,catalogue,720,721,0.133,0.657,0.524,0.133,0.657,0.524,0.133,0.657,0.524
user_mem,user,mem,3,mem,carts,720,721,0.261,0.918,0.658,0.207,1228.626,1228.419,0.261,0.918,0.658
user_mem,user,mem,3,mem,orders,720,721,0.105,0.109,0.004,0.105,141.863,141.759,0.105,0.11,0.005
user_mem,user,mem,3,mem,payment,720,721,0.396,0.683,0.287,0.409,937.806,937.397,0.396,0.683,0.287
user_mem,user,mem,3,mem,shipping,720,721,0.127,0.017,-0.11,0.107,536.536,536.429,0.127,0.018,-0.109
user_socket,user,socket,1,cpu,front-end,720,721,6.096,7.497,1.4,6.129,47.094,40.965,6.135,7.483,1.348
user_socket,user,socket,1,cpu,catalogue,720,721,10.799,8.101,-2.698,10.902,199.795,188.893,10.907,8.284,-2.623
user_socket,user,socket,1,cpu,carts,720,721,6.809,13.988,7.18,6.865,50.777,43.912,6.813,14.216,7.403
user_socket,user,socket,1,cpu,orders,720,721,9.111,11.368,2.257,9.142,687.047,677.905,8.949,11.192,2.243
user_socket,user,socket,1,cpu,payment,720,721,9.453,10.197,0.744,9.874,637.898,628.024,8.951,10.101,1.15
user_socket,user,socket,1,cpu,shipping,720,721,9.168,8.311,-0.857,9.081,217.552,208.472,9.14,8.369,-0.772
user_socket,user,socket,1,mem,front-end,720,721,4.187,4.966,0.779,4.23,5.049,0.819,4.231,5.045,0.814
user_socket,user,socket,1,mem,catalogue,720,721,0.2,0.583,0.383,0.212,13.269,13.057,0.201,0.585,0.384
user_socket,user,socket,1,mem,carts,720,721,0.03,0.195,0.165,0.028,2.269,2.241,0.03,0.195,0.165
user_socket,user,socket,1,mem,orders,720,721,0.015,0.019,0.004,0.015,0.187,0.172,0.015,0.019,0.004
user_socket,user,socket,1,mem,payment,720,721,0.283,0.511,0.228,0.252,7.723,7.471,0.284,0.51,0.226
user_socket,user,socket,1,mem,shipping,720,721,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0
user_socket,user,socket,2,cpu,front-end,720,721,9.121,7.971,-1.149,9.087,564.392,555.305,9.121,7.97,-1.151
user_socket,user,socket,2,cpu,catalogue,720,721,6.57,8.193,1.623,6.468,265.915,259.447,6.494,8.716,2.222
user_socket,user,socket,2,cpu,carts,720,721,8.128,9.4,1.272,7.681,952.183,944.501,8.068,9.407,1.339
user_socket,user,socket,2,cpu,orders,720,721,64.997,58.73,-6.266,64.344,3825.306,3760.961,65.044,59.131,-5.913
user_socket,user,socket,2,cpu,payment,720,719,10.947,9.713,-1.234,10.792,608.682,597.891,10.947,9.713,-1.234
user_socket,user,socket,2,cpu,shipping,718,721,115.649,128.767,13.118,117.121,17850.375,17733.254,115.409,126.936,11.527
user_socket,user,socket,2,mem,front-end,720,721,3.322,3.819,0.497,3.117,82.465,79.347,3.269,3.882,0.613
user_socket,user,socket,2,mem,catalogue,720,721,0.276,0.295,0.019,0.283,0.494,0.211,0.28,0.286,0.006
user_socket,user,socket,2,mem,carts,720,721,0.004,0.01,0.005,0.004,0.01,0.005,0.004,0.01,0.005
user_socket,user,socket,2,mem,orders,720,721,0.012,0.011,-0.001,0.013,0.442,0.429,0.012,0.011,-0.0
user_socket,user,socket,2,mem,payment,720,721,0.142,1.112,0.97,0.142,1.112,0.97,0.142,1.112,0.97
user_socket,user,socket,2,mem,shipping,720,721,0.055,0.072,0.017,0.055,0.072,0.017,0.055,0.072,0.017
user_socket,user,socket,3,cpu,front-end,720,721,7.885,6.302,-1.584,7.868,543.245,535.377,7.989,6.345,-1.644
user_socket,user,socket,3,cpu,catalogue,720,721,8.657,7.935,-0.722,8.474,515.731,507.257,8.59,7.952,-0.639
user_socket,user,socket,3,cpu,carts,720,721,43.007,124.308,81.301,42.861,5934.819,5891.958,43.007,124.308,81.301
user_socket,user,socket,3,cpu,orders,717,721,46.732,133.69,86.957,50.585,30208.315,30157.73,46.732,133.69,86.957
user_socket,user,socket,3,cpu,payment,720,721,8.962,7.684,-1.278,8.962,7.684,-1.278,8.968,7.724,-1.244
user_socket,user,socket,3,cpu,shipping,720,721,59.962,126.192,66.23,64.623,33324.172,33259.549,59.962,126.192,66.23
user_socket,user,socket,3,mem,front-end,720,721,4.277,3.522,-0.754,4.269,27.544,23.274,4.284,3.458,-0.826
user_socket,user,socket,3,mem,catalogue,720,721,3.573,3.669,0.097,1.394,101.503,100.108,3.557,3.684,0.128
user_socket,user,socket,3,mem,carts,720,721,1.492,2.741,1.249,0.467,41.481,41.014,1.495,2.751,1.256
user_socket,user,socket,3,mem,orders,720,721,0.817,1.72,0.903,0.145,21.563,21.418,0.817,1.724,0.906
user_socket,user,socket,3,mem,payment,720,721,12.776,6.982,-5.794,10.463,285.401,274.938,12.754,6.931,-5.823
user_socket,user,socket,3,mem,shipping,720,721,0.477,1.063,0.587,0.114,12.035,11.921,0.478,1.065,0.587
