system,service,metric,model,mape_full_res_pct,rmse_full_res,r2_full_res,n_train,n_fit,n_test_full_res
TrainTicket,ts-user-service,Memory,GradBoost,2.75,7.3781,-0.073,39045,2000,19232
TrainTicket,ts-user-service,Memory,GaussianProcess,2.75,7.3595,-0.067,39045,2000,19232
TrainTicket,ts-user-service,Memory,SCM_Auto,5.41,16.1022,-4.11,39045,2000,19232
TrainTicket,ts-user-service,Memory,SCM_Deployed,2.59,7.2737,-0.043,39045,2000,19232
TrainTicket,ts-admin-basic-info-service,Socket,LinearReg,11.12,0.9437,-0.023,43416,2000,21384
TrainTicket,ts-admin-basic-info-service,Socket,GradBoost,11.41,0.9371,-0.009,43416,2000,21384
TrainTicket,ts-admin-basic-info-service,Socket,GaussianProcess,11.42,0.9375,-0.01,43416,2000,21384
TrainTicket,ts-admin-basic-info-service,Socket,SCM_Auto,11.41,0.9371,-0.009,43416,2000,21384
TrainTicket,ts-admin-basic-info-service,Socket,SCM_Deployed,11.12,0.9437,-0.023,43416,2000,21384
TrainTicket,ts-admin-travel-service,Socket,LinearReg,11.45,1.0079,-0.027,43416,2000,21384
TrainTicket,ts-admin-travel-service,Socket,GradBoost,11.44,1.0077,-0.026,43416,2000,21384
TrainTicket,ts-admin-travel-service,Socket,GaussianProcess,11.45,1.0079,-0.027,43416,2000,21384
TrainTicket,ts-admin-travel-service,Socket,SCM_Auto,11.44,1.0077,-0.026,43416,2000,21384
TrainTicket,ts-admin-travel-service,Socket,SCM_Deployed,11.45,1.0079,-0.027,43416,2000,21384
TrainTicket,ts-assurance-service,Socket,LinearReg,5.29,0.781,-0.102,43411,2000,21382
TrainTicket,ts-assurance-service,Socket,GradBoost,6.16,0.8128,-0.194,43411,2000,21382
TrainTicket,ts-assurance-service,Socket,GaussianProcess,5.44,0.7538,-0.027,43411,2000,21382
TrainTicket,ts-assurance-service,Socket,SCM_Auto,9.31,1.0925,-1.156,43411,2000,21382
TrainTicket,ts-assurance-service,Socket,SCM_Deployed,5.44,0.7538,-0.027,43411,2000,21382
TrainTicket,ts-auth-service,Socket,LinearReg,11.16,1.9385,-0.001,43416,2000,21384
TrainTicket,ts-auth-service,Socket,GradBoost,11.71,1.9619,-0.026,43416,2000,21384
TrainTicket,ts-auth-service,Socket,GaussianProcess,11.48,1.9474,-0.01,43416,2000,21384
TrainTicket,ts-auth-service,Socket,SCM_Auto,11.7,1.9613,-0.025,43416,2000,21384
TrainTicket,ts-auth-service,Socket,SCM_Deployed,11.4,1.9424,-0.005,43416,2000,21384
TrainTicket,ts-basic-service,Socket,LinearReg,13.86,1.6876,-0.098,43416,2000,21384
TrainTicket,ts-basic-service,Socket,GradBoost,13.24,1.6283,-0.022,43416,2000,21384
TrainTicket,ts-basic-service,Socket,GaussianProcess,12.31,1.6776,-0.085,43416,2000,21384
TrainTicket,ts-basic-service,Socket,SCM_Auto,12.4,1.6349,-0.031,43416,2000,21384
TrainTicket,ts-basic-service,Socket,SCM_Deployed,13.86,1.6876,-0.098,43416,2000,21384
TrainTicket,ts-config-service,Socket,LinearReg,11.01,1.5702,-0.167,43416,2000,21384
TrainTicket,ts-config-service,Socket,GradBoost,9.6,1.4619,-0.012,43416,2000,21384
TrainTicket,ts-config-service,Socket,GaussianProcess,8.94,1.454,-0.001,43416,2000,21384
TrainTicket,ts-config-service,Socket,SCM_Auto,8.76,1.4583,-0.007,43416,2000,21384
TrainTicket,ts-config-service,Socket,SCM_Deployed,11.01,1.5702,-0.167,43416,2000,21384
TrainTicket,ts-consign-price-service,Socket,LinearReg,9.79,1.0627,-0.005,43416,2000,21384
TrainTicket,ts-consign-price-service,Socket,GradBoost,9.91,1.0714,-0.021,43416,2000,21384
TrainTicket,ts-consign-price-service,Socket,GaussianProcess,9.7,1.0612,-0.002,43416,2000,21384
TrainTicket,ts-consign-price-service,Socket,SCM_Auto,9.91,1.0714,-0.021,43416,2000,21384
TrainTicket,ts-consign-price-service,Socket,SCM_Deployed,9.79,1.0627,-0.005,43416,2000,21384
TrainTicket,ts-consign-service,Socket,LinearReg,10.95,1.1563,0.001,43416,2000,21384
TrainTicket,ts-consign-service,Socket,GradBoost,10.7,1.1615,-0.008,43416,2000,21384
TrainTicket,ts-consign-service,Socket,GaussianProcess,10.74,1.1597,-0.005,43416,2000,21384
TrainTicket,ts-consign-service,Socket,SCM_Auto,10.95,1.1563,0.001,43416,2000,21384
TrainTicket,ts-consign-service,Socket,SCM_Deployed,10.95,1.1563,0.001,43416,2000,21384
TrainTicket,ts-contacts-service,Socket,LinearReg,11.88,1.2214,-0.35,39061,2000,19239
TrainTicket,ts-contacts-service,Socket,GradBoost,8.2,1.0619,-0.02,39061,2000,19239
TrainTicket,ts-contacts-service,Socket,GaussianProcess,8.5,1.0759,-0.047,39061,2000,19239
TrainTicket,ts-contacts-service,Socket,SCM_Auto,8.2,1.0619,-0.02,39061,2000,19239
TrainTicket,ts-contacts-service,Socket,SCM_Deployed,11.88,1.2214,-0.35,39061,2000,19239
TrainTicket,ts-food-map-service,Socket,LinearReg,7.88,0.8972,-0.02,43416,2000,21384
TrainTicket,ts-food-map-service,Socket,GradBoost,7.73,0.891,-0.006,43416,2000,21384
TrainTicket,ts-food-map-service,Socket,GaussianProcess,7.78,0.8889,-0.002,43416,2000,21384
TrainTicket,ts-food-map-service,Socket,SCM_Auto,7.73,0.8911,-0.006,43416,2000,21384
TrainTicket,ts-food-map-service,Socket,SCM_Deployed,7.88,0.8972,-0.02,43416,2000,21384
TrainTicket,ts-food-service,Socket,LinearReg,9.56,1.2036,0.007,43416,2000,21384
TrainTicket,ts-food-service,Socket,GradBoost,9.29,1.2084,-0.0,43416,2000,21384
TrainTicket,ts-food-service,Socket,GaussianProcess,10.04,1.2419,-0.057,43416,2000,21384
TrainTicket,ts-food-service,Socket,SCM_Auto,9.56,1.2036,0.007,43416,2000,21384
TrainTicket,ts-food-service,Socket,SCM_Deployed,9.56,1.2036,0.007,43416,2000,21384
TrainTicket,ts-inside-payment-service,Socket,LinearReg,9.77,1.0201,-0.024,43416,2000,21384
TrainTicket,ts-inside-payment-service,Socket,GradBoost,9.56,1.0254,-0.035,43416,2000,21384
TrainTicket,ts-inside-payment-service,Socket,GaussianProcess,9.58,1.0532,-0.092,43416,2000,21384
TrainTicket,ts-inside-payment-service,Socket,SCM_Auto,9.98,1.1173,-0.229,43416,2000,21384
TrainTicket,ts-inside-payment-service,Socket,SCM_Deployed,9.77,1.0201,-0.024,43416,2000,21384
TrainTicket,ts-order-other-service,Socket,LinearReg,26.61,4.7149,-0.067,43416,2000,21384
TrainTicket,ts-order-other-service,Socket,GradBoost,25.31,4.5636,-0.0,43416,2000,21384
TrainTicket,ts-order-other-service,Socket,GaussianProcess,26.07,4.6275,-0.028,43416,2000,21384
TrainTicket,ts-order-other-service,Socket,SCM_Auto,26.61,4.7149,-0.067,43416,2000,21384
TrainTicket,ts-order-other-service,Socket,SCM_Deployed,26.61,4.7149,-0.067,43416,2000,21384
TrainTicket,ts-order-service,Socket,LinearReg,12.12,1.8315,-0.461,43416,2000,21384
TrainTicket,ts-order-service,Socket,GradBoost,8.7,1.5158,-0.001,43416,2000,21384
TrainTicket,ts-order-service,Socket,GaussianProcess,8.49,1.5451,-0.04,43416,2000,21384
TrainTicket,ts-order-service,Socket,SCM_Auto,17.78,3.0211,-2.975,43416,2000,21384
TrainTicket,ts-order-service,Socket,SCM_Deployed,12.12,1.8315,-0.461,43416,2000,21384
TrainTicket,ts-payment-service,Socket,LinearReg,13.23,1.3001,-1.608,43401,2000,21378
TrainTicket,ts-payment-service,Socket,GradBoost,7.81,0.8126,-0.019,43401,2000,21378
TrainTicket,ts-payment-service,Socket,GaussianProcess,9.53,0.9609,-0.424,43401,2000,21378
TrainTicket,ts-payment-service,Socket,SCM_Auto,7.81,0.8126,-0.019,43401,2000,21378
TrainTicket,ts-payment-service,Socket,SCM_Deployed,13.23,1.3001,-1.608,43401,2000,21378
TrainTicket,ts-preserve-other-service,Socket,LinearReg,41.63,3.2735,-0.525,39026,2000,19222
TrainTicket,ts-preserve-other-service,Socket,GradBoost,32.49,2.6589,-0.006,39026,2000,19222
TrainTicket,ts-preserve-other-service,Socket,GaussianProcess,32.99,2.9732,-0.258,39026,2000,19222
TrainTicket,ts-preserve-other-service,Socket,SCM_Auto,32.49,2.6589,-0.006,39026,2000,19222
TrainTicket,ts-preserve-other-service,Socket,SCM_Deployed,41.63,3.2735,-0.525,39026,2000,19222
TrainTicket,ts-preserve-service,Socket,LinearReg,36.77,3.0652,-0.658,39014,2000,19217
TrainTicket,ts-preserve-service,Socket,GradBoost,26.95,2.4912,-0.095,39014,2000,19217
TrainTicket,ts-preserve-service,Socket,GaussianProcess,27.6,2.8948,-0.479,39014,2000,19217
TrainTicket,ts-preserve-service,Socket,SCM_Auto,26.95,2.4912,-0.095,39014,2000,19217
TrainTicket,ts-preserve-service,Socket,SCM_Deployed,36.77,3.0652,-0.658,39014,2000,19217
TrainTicket,ts-price-service,Socket,LinearReg,36.09,5.683,-0.013,43416,2000,21384
TrainTicket,ts-price-service,Socket,GradBoost,30.61,5.6775,-0.011,43416,2000,21384
TrainTicket,ts-price-service,Socket,GaussianProcess,33.37,5.6521,-0.002,43416,2000,21384
TrainTicket,ts-price-service,Socket,SCM_Auto,31.19,5.6708,-0.009,43416,2000,21384
TrainTicket,ts-price-service,Socket,SCM_Deployed,36.09,5.683,-0.013,43416,2000,21384
TrainTicket,ts-route-service,Socket,LinearReg,15.09,3.3505,-0.032,43416,2000,21384
TrainTicket,ts-route-service,Socket,GradBoost,15.07,3.3401,-0.025,43416,2000,21384
TrainTicket,ts-route-service,Socket,GaussianProcess,15.58,3.3105,-0.007,43416,2000,21384
TrainTicket,ts-route-service,Socket,SCM_Auto,15.09,3.3505,-0.032,43416,2000,21384
TrainTicket,ts-route-service,Socket,SCM_Deployed,15.62,3.3099,-0.007,43416,2000,21384
TrainTicket,ts-seat-service,Socket,LinearReg,18.04,2.21,-0.818,39074,2000,19246
TrainTicket,ts-seat-service,Socket,GradBoost,12.01,1.6395,-0.001,39074,2000,19246
TrainTicket,ts-seat-service,Socket,GaussianProcess,12.48,1.6582,-0.024,39074,2000,19246
TrainTicket,ts-seat-service,Socket,SCM_Auto,13.24,1.871,-0.303,39074,2000,19246
TrainTicket,ts-seat-service,Socket,SCM_Deployed,18.04,2.21,-0.818,39074,2000,19246
TrainTicket,ts-security-service,Socket,LinearReg,15.38,1.7883,-0.542,39052,2000,19236
TrainTicket,ts-security-service,Socket,GradBoost,10.67,1.458,-0.025,39052,2000,19236
TrainTicket,ts-security-service,Socket,GaussianProcess,11.62,1.553,-0.163,39052,2000,19236
TrainTicket,ts-security-service,Socket,SCM_Auto,10.67,1.458,-0.025,39052,2000,19236
TrainTicket,ts-security-service,Socket,SCM_Deployed,15.38,1.7883,-0.542,39052,2000,19236
TrainTicket,ts-station-service,Socket,LinearReg,16.63,3.8024,-0.125,43416,2000,21384
TrainTicket,ts-station-service,Socket,GradBoost,16.9,3.6885,-0.059,43416,2000,21384
TrainTicket,ts-station-service,Socket,GaussianProcess,18.73,3.586,-0.001,43416,2000,21384
TrainTicket,ts-station-service,Socket,SCM_Auto,18.01,3.5958,-0.006,43416,2000,21384
TrainTicket,ts-station-service,Socket,SCM_Deployed,20.5,3.6335,-0.027,43416,2000,21384
TrainTicket,ts-ticketinfo-service,Socket,LinearReg,11.76,1.2377,-0.024,43416,2000,21384
TrainTicket,ts-ticketinfo-service,Socket,GradBoost,11.57,1.2254,-0.004,43416,2000,21384
TrainTicket,ts-ticketinfo-service,Socket,GaussianProcess,11.56,1.2256,-0.004,43416,2000,21384
TrainTicket,ts-ticketinfo-service,Socket,SCM_Auto,11.52,1.2407,-0.029,43416,2000,21384
TrainTicket,ts-ticketinfo-service,Socket,SCM_Deployed,11.76,1.2377,-0.024,43416,2000,21384
TrainTicket,ts-train-service,Socket,LinearReg,23.02,4.0615,-0.094,43416,2000,21384
TrainTicket,ts-train-service,Socket,GradBoost,17.83,4.0661,-0.096,43416,2000,21384
TrainTicket,ts-train-service,Socket,GaussianProcess,19.0,3.9052,-0.011,43416,2000,21384
TrainTicket,ts-train-service,Socket,SCM_Auto,19.11,3.9211,-0.019,43416,2000,21384
TrainTicket,ts-train-service,Socket,SCM_Deployed,23.02,4.0615,-0.094,43416,2000,21384
TrainTicket,ts-travel-service,Socket,LinearReg,12.3,2.4332,-0.218,43416,2000,21384
TrainTicket,ts-travel-service,Socket,GradBoost,10.04,2.3243,-0.111,43416,2000,21384
TrainTicket,ts-travel-service,Socket,GaussianProcess,10.49,2.3925,-0.177,43416,2000,21384
TrainTicket,ts-travel-service,Socket,SCM_Auto,13.91,3.2758,-1.207,43416,2000,21384
TrainTicket,ts-travel-service,Socket,SCM_Deployed,12.3,2.4332,-0.218,43416,2000,21384
TrainTicket,ts-travel2-service,Socket,LinearReg,11.85,2.5645,-0.329,43416,2000,21384
TrainTicket,ts-travel2-service,Socket,GradBoost,9.97,2.3903,-0.154,43416,2000,21384
TrainTicket,ts-travel2-service,Socket,GaussianProcess,9.92,2.3382,-0.104,43416,2000,21384
TrainTicket,ts-travel2-service,Socket,SCM_Auto,10.14,2.4009,-0.164,43416,2000,21384
TrainTicket,ts-travel2-service,Socket,SCM_Deployed,11.85,2.5645,-0.329,43416,2000,21384
TrainTicket,ts-ui-dashboard,Socket,LinearReg,12.13,2.3053,-0.136,43416,2000,21384
TrainTicket,ts-ui-dashboard,Socket,GradBoost,12.24,2.1664,-0.003,43416,2000,21384
TrainTicket,ts-ui-dashboard,Socket,GaussianProcess,12.17,2.1738,-0.01,43416,2000,21384
TrainTicket,ts-ui-dashboard,Socket,SCM_Auto,14.87,2.4839,-0.319,43416,2000,21384
TrainTicket,ts-ui-dashboard,Socket,SCM_Deployed,12.19,2.17,-0.007,43416,2000,21384
TrainTicket,ts-user-service,Socket,LinearReg,12.81,1.4319,-0.121,39045,2000,19232
TrainTicket,ts-user-service,Socket,GradBoost,11.42,1.3527,-0.0,39045,2000,19232
TrainTicket,ts-user-service,Socket,GaussianProcess,10.9,1.3612,-0.013,39045,2000,19232
TrainTicket,ts-user-service,Socket,SCM_Auto,11.42,1.3527,-0.0,39045,2000,19232
TrainTicket,ts-user-service,Socket,SCM_Deployed,12.81,1.4319,-0.121,39045,2000,19232
