service,metric,mode,n_train,shuffled,n_test,model,skill,r2_signal,lambda
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,indist,30,False,18,GradBoost,-1.4813266292309075,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,indist,30,False,18,ElasticityPrior,-0.01958459729536921,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,indist,30,False,18,ElasticityPooled,0.004574775823745991,0.0034706480069347377,0.7631011687859319
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,constant,0.0,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,persistence,-0.09788670158740098,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,NNLS_deployed,-0.07576615586400859,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,LinearReg,-0.07576660807930713,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,Queueing,-0.07576615586400859,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,GradBoost,-0.08084657074669854,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,ElasticityPrior,-0.2789061293516588,0.0034706480069347377,
a2104fd9f2d542fa4e309c7daadcd34ecb40b35f95a83acd6c78455dfd364b14,cpu,ood,30,False,20,ElasticityPooled,-0.17767603893171424,0.0034706480069347377,0.42893164563250263
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,constant,0.0,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,persistence,-0.9777894126431543,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,NNLS_deployed,0.6750976570999017,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,LinearReg,0.6750976570999017,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,Queueing,0.6750981649168786,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,GradBoost,0.44128115434155224,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,ElasticityPrior,0.1755478135455234,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,indist,30,False,18,ElasticityPooled,0.6754888539081224,0.6624987255200526,0.9990317661134449
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,constant,0.0,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,persistence,-0.49779952188307997,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,NNLS_deployed,0.6014002473799411,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,LinearReg,0.6014001184596083,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,Queueing,-54.50905512056504,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,GradBoost,0.17156705607063827,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,ElasticityPrior,-8.410069048968078,0.6624987255200526,
a2724c7771e150396d16f435c26254890792d1eae36dbbced7b68eae1941aa91,cpu,ood,30,False,20,ElasticityPooled,0.6179906182494318,0.6624987255200526,0.9953501989823206
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,constant,0.0,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,persistence,0.007012036769105889,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,NNLS_deployed,0.5013440086881988,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,LinearReg,0.5013440086881988,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,Queueing,0.5847186628038415,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,GradBoost,0.019196017642768015,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,ElasticityPrior,0.256779802399173,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,indist,30,False,18,ElasticityPooled,0.5187049503242187,0.43689537812647317,0.8023865771466759
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,constant,0.0,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,persistence,0.42634633771419794,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,NNLS_deployed,0.14366752894556722,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,LinearReg,0.14366745146795457,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,Queueing,0.14366760642317988,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,GradBoost,0.4079521572578293,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,ElasticityPrior,0.30516418916912924,0.43689537812647317,
a2b5de7109d90a337522f6a0876d33b52eca1cc72f49225bcb90459279af9f4b,cpu,ood,30,False,20,ElasticityPooled,0.19063709199828227,0.43689537812647317,0.7271433190863069
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,constant,0.0,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,persistence,-1.091648391645562,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,NNLS_deployed,0.3461535113065033,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,LinearReg,0.3461535113065033,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,Queueing,0.34498484992425116,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,GradBoost,-0.08026859604267589,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,ElasticityPrior,0.3805879110698922,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,indist,30,False,18,ElasticityPooled,0.3468192171676585,0.4163475453967549,0.9834980144322903
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,constant,0.0,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,persistence,-0.44218431691849225,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,NNLS_deployed,0.473935746011814,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,LinearReg,0.473935746011814,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,Queueing,-96.80390042046155,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,GradBoost,-0.35900042940451504,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,ElasticityPrior,0.6652301123842964,0.4163475453967549,
a3c9437f81a11254ad6b41e4d3e976095f3662fa35c539f223b99d288604a906,cpu,ood,30,False,20,ElasticityPooled,0.4883820031918953,0.4163475453967549,0.9516607864454846
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,constant,0.0,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,persistence,-0.40971698078537644,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,NNLS_deployed,0.11066842359019602,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,LinearReg,0.1106689156383791,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,Queueing,0.10986285870650925,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,GradBoost,0.16582747462432357,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,ElasticityPrior,0.07630927302387891,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,indist,30,False,18,ElasticityPooled,0.10242628849195079,0.197762707041998,0.6659279323178463
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,constant,0.0,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,persistence,0.4946720884614497,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,NNLS_deployed,0.41600329186418783,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,LinearReg,0.41600262099109075,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,Queueing,0.317425813955554,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,GradBoost,0.5024575827770552,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,ElasticityPrior,0.25763933663825644,0.197762707041998,
a4053bea67ea21ca58020648db93cecd4d446cfc3125499b5c6667d8b4fb7318,cpu,ood,30,False,20,ElasticityPooled,0.25763933663825644,0.197762707041998,0.0
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,constant,0.0,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,persistence,0.16395717452760994,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,NNLS_deployed,0.8371430880582597,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,LinearReg,0.8371422972873334,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,Queueing,0.8371430880582597,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,GradBoost,0.7307965257484325,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,ElasticityPrior,0.8404665904291333,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,indist,30,False,18,ElasticityPooled,0.8371490428029623,0.828806305376347,0.9981882265024602
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,constant,0.0,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,persistence,-0.0880401970493232,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,NNLS_deployed,0.8993746377772419,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,LinearReg,0.8993741952352152,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,Queueing,-541.351989378262,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,GradBoost,-0.06573243916302007,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,ElasticityPrior,0.9087092721967039,0.828806305376347,
a499765ef7294335d7a0280bb5dd98c671e58409d953f612dccbfab55fe980c5,cpu,ood,30,False,20,ElasticityPooled,0.9130266861773227,0.828806305376347,0.849779212798896
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,constant,0.0,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,persistence,-0.613650057677315,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,NNLS_deployed,0.1324866067266952,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,LinearReg,0.1324866067266952,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,Queueing,0.13248613795100095,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,GradBoost,0.01931707315268305,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,ElasticityPrior,0.2027013302858761,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,indist,30,False,18,ElasticityPooled,0.22443372459132072,0.13911238543934415,0.6231348310566264
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,constant,0.0,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,persistence,0.3838729162678671,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,NNLS_deployed,0.3474812831246943,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,LinearReg,0.3474808724754864,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,Queueing,0.28540316859397086,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,GradBoost,0.39114394633425,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,ElasticityPrior,0.30948226931699374,0.13911238543934415,
a4aa9550af7377c46e450cf82cebf3c0f7e08cdfa78aa7eba2c3178e1b657712,cpu,ood,30,False,20,ElasticityPooled,0.3780969610566679,0.13911238543934415,0.5122325809575181
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,constant,0.0,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,persistence,-0.11273303515079491,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,NNLS_deployed,0.0034241833673819277,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,LinearReg,0.0034241833673819277,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,Queueing,0.0034233996496223495,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,GradBoost,-1.2594614497073353,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,ElasticityPrior,0.004927275658576313,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,indist,30,False,18,ElasticityPooled,0.004927275658576313,0.034251341051633306,0.0
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,constant,0.0,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,persistence,-0.5052811586978245,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,NNLS_deployed,0.16772439583149223,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,LinearReg,0.16772439583149223,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,Queueing,0.16772439583149223,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,GradBoost,-0.5177728198771525,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,ElasticityPrior,0.12390293884051429,0.034251341051633306,
a705a0a47ebd57460258a7fe818f67cf4e0898fdd9bdde946697594c415d4079,cpu,ood,30,False,20,ElasticityPooled,0.12390293884051429,0.034251341051633306,0.0
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,constant,0.0,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,persistence,-1.5413366758011553,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,NNLS_deployed,0.4757451856421965,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,LinearReg,0.4757451856421965,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,Queueing,0.4948801420906349,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,GradBoost,0.2386238174359514,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,ElasticityPrior,0.1637334274734218,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,indist,30,False,18,ElasticityPooled,0.424665403136403,0.47604126625386767,0.7443705314042679
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,constant,0.0,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,persistence,0.2521866175301891,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,NNLS_deployed,0.7888733874926609,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,LinearReg,0.7888733874926609,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,Queueing,0.7888733424341252,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,GradBoost,0.2631644007736412,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,ElasticityPrior,0.3111794418261732,0.47604126625386767,
a717c9bab522eeb8ddeb994498f5236797dd7b2b013df98f54fc9c23b888cb81,cpu,ood,30,False,20,ElasticityPooled,0.5049592615801245,0.47604126625386767,0.22334068916812455
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,constant,0.0,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,persistence,-0.1005615910642712,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,NNLS_deployed,-0.02318913433834946,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,LinearReg,-0.023188556660954207,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,Queueing,-0.02318913433834946,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,GradBoost,-0.0914484731327474,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,ElasticityPrior,0.030960033969193446,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,indist,30,False,18,ElasticityPooled,-0.0182876860602339,0.17986543510695438,0.9316408181160389
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,constant,0.0,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,persistence,-0.06016968128083544,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,NNLS_deployed,0.48842625088742464,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,LinearReg,0.4884261370037315,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,Queueing,0.4962572922191536,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,GradBoost,-0.03306716738222093,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,ElasticityPrior,0.4780122135120831,0.17986543510695438,
a72b198ffd0c48db90ecc639aa6cb01edd23b1fc6b519a8c998b645b85d8b7bc,cpu,ood,30,False,20,ElasticityPooled,0.486697154774812,0.17986543510695438,0.7986824330076439
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,constant,0.0,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,persistence,-0.019215653464221383,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,NNLS_deployed,0.32362757005872933,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,LinearReg,0.32362757005872933,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,Queueing,0.28982727474417835,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,GradBoost,0.0570306677048249,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,ElasticityPrior,0.2830100576379877,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,indist,30,False,18,ElasticityPooled,0.32236722292554565,0.2408305748965412,0.9158478365269724
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,constant,0.0,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,persistence,0.5417410053457561,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,NNLS_deployed,0.5775454930899722,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,LinearReg,0.5775472533424988,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,Queueing,0.5775456977704985,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,GradBoost,0.5422000447316488,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,ElasticityPrior,0.5919003524445893,0.2408305748965412,
a76e7792338e076154f750a65d315acd2795650548392f4ec033a97133b2ab25,cpu,ood,30,False,20,ElasticityPooled,0.583053773542936,0.2408305748965412,0.9232373766873072
a8241967fd45d376be739a2ceaccdc8eca6b6b025f9003564d727fffef141c8d,cpu,indist,30,False,18,constant,0.0,0.004621564645600348,
a8241967fd45d376be739a2ceaccdc8eca6b6b025f9003564d727fffef141c8d,cpu,indist,30,False,18,persistence,-1.5535272253335957,0.004621564645600348,
